price,discount,category,weather_condition,temp,day,lead_time,window_length,collection_time,reservation_occurred
3.8,41.085271317829466,Vegan & Vegetarian,Patchy rain possible,15.3,Monday,4.370833333333334,6.0,12.0,True
15.64,37.213970293055,Snacks & Savoury Items,Patchy rain possible,2.4,Tuesday,1.6633333333333333,1.0,12.0,False
15.3,31.390134529147986,Sweet Treats & Desserts,Light rain shower,10.5,Monday,0.47888888888888886,3.0,9.0,False
2.58,56.271186440677965,Drinks & Beverages,Patchy rain possible,12.4,Monday,5.941666666666666,4.0,17.0,True
14.8,32.72727272727273,Drinks & Beverages,Overcast,14.4,Thursday,1.2208333333333334,3.0,14.0,True
10.44,53.28859060402685,Drinks & Beverages,Light drizzle,14.4,Monday,1.083888888888889,2.0,11.0,False
4.89,38.49056603773585,Sweet Treats & Desserts,Patchy rain possible,14.2,Wednesday,1.6069444444444445,1.0,17.0,True
7.93,61.96642685851319,Sweet Treats & Desserts,Sunny,3.5,Monday,1.683888888888889,3.0,19.0,True
2.49,71.86440677966101,Drinks & Beverages,Light rain shower,13.0,Thursday,0.39111111111111113,1.0,20.0,True
0.73,66.81818181818183,Snacks & Savoury Items,Partly cloudy,10.2,Thursday,5.336666666666667,1.0,18.0,True
6.22,39.90338164251208,Sweet Treats & Desserts,Moderate rain at times,13.7,Friday,1.4680555555555554,2.0,20.0,True
2.98,70.7843137254902,Bread & Baked Goods,Patchy rain possible,13.1,Monday,3.9419444444444443,4.0,10.0,True
15.35,31.319910514541395,Drinks & Beverages,Partly cloudy,11.8,Monday,3.8469444444444445,3.0,13.0,True
4.98,53.803339517625226,Sweet Treats & Desserts,Patchy rain possible,8.2,Wednesday,0.27194444444444443,7.0,11.0,True
6.38,26.66666666666666,Drinks & Beverages,Patchy rain possible,9.4,Thursday,0.7733333333333333,1.0,13.0,False
5.24,52.79279279279279,Sweet Treats & Desserts,Light drizzle,10.1,Thursday,0.09277777777777778,1.0,7.0,True
4.39,25.844594594594593,Bread & Baked Goods,Patchy rain possible,13.9,Tuesday,0.5402777777777777,4.0,17.0,True
4.84,65.17985611510791,Sweet Treats & Desserts,Patchy rain possible,9.5,Thursday,3.97,1.0,21.0,True
9.78,46.991869918699194,Breakfast Items,Moderate or heavy rain shower,8.0,Monday,0.47333333333333333,1.0,11.0,False
11.61,48.053691275167786,Drinks & Beverages,Light rain shower,4.9,Tuesday,0.2525,2.0,15.0,False
3.31,65.15789473684211,Sweet Treats & Desserts,Sunny,20.7,Friday,0.8361111111111111,1.0,20.0,True
9.35,57.49999999999999,Vegan & Vegetarian,Moderate rain at times,10.1,Friday,3.8030555555555554,1.0,21.0,True
3.68,50.604026845637584,Drinks & Beverages,Light rain,13.1,Tuesday,1.4525,2.0,12.0,True
7.4,63.90243902439023,Vegan & Vegetarian,Patchy rain possible,7.1,Wednesday,7.276944444444444,4.0,18.0,True
3.37,54.76510067114093,Drinks & Beverages,Partly cloudy,5.4,Tuesday,4.7252777777777775,3.0,11.0,True
0.98,34.66666666666667,Bread & Baked Goods,Overcast,13.0,Thursday,1.2233333333333334,1.0,21.0,True
15.49,32.652173913043484,Vegan & Vegetarian,Cloudy,9.9,Wednesday,2.4091666666666667,1.0,21.0,False
5.13,65.57046979865773,Drinks & Beverages,Patchy rain possible,3.7,Wednesday,6.5725,1.0,14.0,True
9.57,60.5360824742268,Drinks & Beverages,Patchy rain possible,17.2,Wednesday,1.8794444444444445,1.0,21.0,True
16.86,25.06666666666667,Ready Meals & Hot Food,Heavy rain at times,9.8,Saturday,3.1294444444444443,1.0,13.0,False
10.48,51.92660550458715,Ready Meals & Hot Food,Light rain shower,16.1,Sunday,9.375555555555556,2.0,20.0,True
6.15,48.31932773109243,Ready Meals & Hot Food,Patchy rain possible,11.1,Thursday,3.0516666666666667,2.0,20.0,True
2.54,63.714285714285715,Drinks & Beverages,Partly cloudy,8.7,Wednesday,6.184166666666667,1.0,21.0,True
10.39,52.77272727272727,Vegan & Vegetarian,Sunny,1.2,Wednesday,0.5527777777777778,1.0,20.0,True
10.38,50.2158273381295,Sweet Treats & Desserts,Moderate rain,11.5,Friday,3.61,1.0,19.0,True
6.76,62.022471910112365,Drinks & Beverages,Overcast,14.2,Tuesday,3.350277777777778,5.0,11.0,True
7.07,34.83870967741935,Bread & Baked Goods,Patchy rain possible,9.9,Monday,0.6405555555555555,1.0,21.0,True
8.77,64.20408163265307,Drinks & Beverages,Patchy rain possible,10.5,Friday,4.346666666666667,2.0,15.0,False
6.34,54.388489208633096,Sweet Treats & Desserts,Patchy rain possible,2.6,Thursday,2.0036111111111112,1.0,19.0,True
6.95,66.58653846153845,Ready Meals & Hot Food,Patchy rain possible,9.7,Friday,1.3075,1.0,21.0,True
7.71,46.827586206896555,Vegan & Vegetarian,Partly cloudy,11.8,Monday,1.3244444444444445,1.0,11.0,True
8.23,54.02234636871508,Vegan & Vegetarian,Light rain shower,16.2,Friday,2.3955555555555557,1.0,11.0,True
9.78,59.07949790794979,Bread & Baked Goods,Light rain shower,10.4,Monday,1.0472222222222223,1.0,13.0,True
12.75,39.140811455847256,Ready Meals & Hot Food,Heavy rain at times,9.8,Saturday,2.601111111111111,2.0,20.0,True
2.33,60.37414965986394,Sweet Treats & Desserts,Patchy rain possible,2.4,Tuesday,1.976388888888889,3.0,19.0,True
10.46,29.562289562289557,Drinks & Beverages,Light rain shower,11.5,Sunday,1.6841666666666666,3.0,11.0,False
13.55,35.01199040767386,Sweet Treats & Desserts,Overcast,3.7,Wednesday,0.6063888888888889,1.0,21.0,True
6.84,51.0028653295129,Fruit & Vegetables,Patchy rain possible,10.5,Monday,1.3127777777777778,2.0,18.0,True
9.62,60.65439672801636,Sweet Treats & Desserts,Light rain shower,6.1,Thursday,1.4216666666666666,1.0,12.0,True
11.86,46.09090909090909,Vegan & Vegetarian,Partly cloudy,8.7,Wednesday,0.49027777777777776,1.0,21.0,True
5.8,59.86159169550174,Breakfast Items,Partly cloudy,16.9,Wednesday,9.91,3.0,18.0,True
1.36,31.999999999999996,Bread & Baked Goods,Light rain shower,7.8,Sunday,1.4738888888888888,1.0,14.0,True
6.41,68.68588177821202,Bread & Baked Goods,Moderate or heavy rain with thunder,15.6,Tuesday,7.32,2.0,15.0,True
15.22,36.05042016806722,Ready Meals & Hot Food,Patchy rain possible,17.0,Saturday,4.866666666666666,2.0,17.0,True
13.71,43.92638036809815,Vegan & Vegetarian,Moderate rain at times,13.7,Friday,0.4538888888888889,2.0,10.0,False
4.78,51.717171717171716,Drinks & Beverages,Partly cloudy,12.7,Wednesday,0.7708333333333334,3.0,9.0,True
14.65,32.95194508009154,Sweet Treats & Desserts,Patchy rain possible,14.8,Sunday,0.6655555555555556,1.0,19.0,True
9.6,59.748427672955984,Sweet Treats & Desserts,Moderate or heavy rain with thunder,8.3,Friday,0.42388888888888887,1.0,22.0,True
12.76,46.78899082568807,Ready Meals & Hot Food,Overcast,9.5,Wednesday,2.393611111111111,4.0,18.0,True
4.79,33.93103448275861,Dairy & Eggs,Light drizzle,17.9,Monday,1.066111111111111,1.0,19.0,True
17.63,26.048657718120804,Ready Meals & Hot Food,Light rain shower,11.5,Sunday,0.16444444444444445,2.0,20.0,False
8.0,33.333333333333336,Ready Meals & Hot Food,Moderate or heavy rain shower,10.6,Saturday,1.281111111111111,1.0,11.0,True
4.3,60.03717472118959,Snacks & Savoury Items,Patchy rain possible,11.3,Saturday,4.039722222222222,1.0,14.0,True
10.66,53.71254884932697,Snacks & Savoury Items,Light rain shower,14.4,Thursday,5.809166666666667,2.0,14.0,True
8.05,64.69298245614034,Ready Meals & Hot Food,Moderate rain at times,8.0,Tuesday,4.0633333333333335,3.0,18.0,True
13.17,41.07382550335571,Drinks & Beverages,Light rain shower,10.3,Wednesday,0.5794444444444444,1.0,16.0,False
8.59,33.41085271317829,Breakfast Items,Patchy rain possible,10.0,Sunday,2.9672222222222224,1.0,14.0,True
12.48,48.0,Ready Meals & Hot Food,Patchy rain possible,3.0,Friday,3.5677777777777777,1.0,21.0,True
0.37,72.5925925925926,Bread & Baked Goods,Light rain shower,13.5,Sunday,0.6688888888888889,1.0,15.0,True
13.49,44.371134020618555,Breakfast Items,Overcast,17.5,Thursday,1.1455555555555557,1.0,11.0,True
1.11,44.49999999999999,Snacks & Savoury Items,Sunny,19.1,Monday,0.5388888888888889,7.0,15.0,True
1.69,57.75,Meat & Protein,Heavy rain at times,3.0,Wednesday,6.198888888888889,1.0,20.0,True
8.48,62.477876106194685,Breakfast Items,Partly cloudy,8.7,Wednesday,1.5672222222222223,1.0,11.0,True
7.19,67.09382151029747,Ready Meals & Hot Food,Overcast,11.5,Sunday,10.154722222222222,2.0,18.0,True
12.32,50.62124248496993,Dairy & Eggs,Patchy rain possible,16.5,Sunday,0.5455555555555556,5.0,11.0,True
5.89,33.44632768361582,Drinks & Beverages,Light rain shower,12.2,Friday,0.7758333333333334,2.0,16.0,True
14.29,36.06263982102909,Drinks & Beverages,Light rain shower,15.0,Tuesday,2.8033333333333332,4.0,12.0,False
14.77,38.713692946058096,Sweet Treats & Desserts,Light drizzle,9.7,Sunday,0.7719444444444444,1.0,11.0,True
14.5,30.455635491606714,Vegan & Vegetarian,Partly cloudy,1.9,Thursday,4.369166666666667,1.0,20.0,True
4.2,73.12859884836853,Fruit & Vegetables,Patchy rain possible,15.5,Friday,0.7063888888888888,2.0,20.0,True
9.87,56.99346405228758,Sweet Treats & Desserts,Fog,13.7,Thursday,1.0963888888888889,6.0,11.0,True
6.54,71.56521739130434,Vegan & Vegetarian,Partly cloudy,1.9,Thursday,0.8175,1.0,18.0,True
15.93,28.724832214765105,Drinks & Beverages,Patchy rain possible,13.2,Sunday,0.14777777777777779,1.0,13.0,False
1.03,68.30769230769232,Dairy & Eggs,Light rain shower,7.5,Saturday,3.1077777777777778,11.0,11.0,True
5.74,60.41379310344828,Vegan & Vegetarian,Patchy rain possible,6.2,Friday,0.24861111111111112,3.0,8.0,True
2.15,69.06474820143885,Sweet Treats & Desserts,Patchy rain possible,8.1,Sunday,4.5375,1.0,21.0,True
9.05,42.43002544529262,Bread & Baked Goods,Moderate rain,13.9,Tuesday,1.1086111111111112,1.0,19.0,True
13.4,30.569948186528496,Vegan & Vegetarian,Mist,9.7,Saturday,0.26694444444444443,1.0,18.0,False
8.08,41.449275362318836,Snacks & Savoury Items,Mist,10.5,Wednesday,1.9330555555555555,3.0,10.0,True
8.76,49.799426934097426,Vegan & Vegetarian,Overcast,17.2,Friday,0.5044444444444445,1.0,11.0,True
13.43,38.95454545454545,Vegan & Vegetarian,Patchy rain possible,16.5,Sunday,0.5486111111111112,1.0,21.0,True
12.4,48.654244306418214,Breakfast Items,Patchy rain possible,14.5,Wednesday,0.49944444444444447,3.0,14.0,True
7.16,69.979035639413,Sweet Treats & Desserts,Moderate rain at times,9.9,Monday,9.018611111111111,1.0,21.0,True
7.95,60.150375939849624,Breakfast Items,Overcast,8.3,Tuesday,2.5475,2.0,10.0,True
8.82,46.05504587155964,Drinks & Beverages,Overcast,6.0,Tuesday,1.8566666666666667,6.0,11.0,True
11.22,40.94736842105263,Sweet Treats & Desserts,Overcast,13.6,Tuesday,0.43833333333333335,1.0,18.0,False
9.45,61.27049180327868,Breakfast Items,Patchy rain possible,13.3,Friday,2.19,1.0,10.0,True
13.76,44.96,Ready Meals & Hot Food,Partly cloudy,16.8,Saturday,0.04805555555555555,3.0,17.0,True
16.3,29.43722943722944,Ready Meals & Hot Food,Light rain shower,13.9,Friday,0.026111111111111113,2.0,15.0,True
7.63,68.20833333333334,Ready Meals & Hot Food,Overcast,3.6,Thursday,3.82,1.0,21.0,True
6.59,73.2657200811359,Snacks & Savoury Items,Overcast,8.3,Tuesday,4.772222222222222,1.0,13.0,True
6.23,43.619909502262445,Ready Meals & Hot Food,Patchy rain possible,12.1,Monday,6.8869444444444445,2.0,14.0,True
7.11,25.157894736842103,Sweet Treats & Desserts,Sunny,12.3,Saturday,3.091388888888889,3.0,17.0,True
7.62,59.89473684210527,Sweet Treats & Desserts,Patchy rain possible,3.4,Saturday,0.9875,2.0,17.0,True
3.2,57.1619812583668,Snacks & Savoury Items,Sunny,3.6,Tuesday,1.621388888888889,1.0,14.0,True
7.88,67.16666666666666,Snacks & Savoury Items,Patchy rain possible,15.3,Monday,2.5908333333333333,1.0,14.0,True
9.2,61.5866388308977,Sweet Treats & Desserts,Light rain shower,10.5,Monday,0.4708333333333333,1.0,19.0,True
8.5,43.333333333333336,Bread & Baked Goods,Overcast,10.0,Thursday,0.5905555555555555,4.0,9.0,True
2.29,51.78947368421052,Vegan & Vegetarian,Moderate or heavy rain shower,5.9,Wednesday,7.213333333333333,1.0,15.0,True
6.07,64.29411764705883,Sweet Treats & Desserts,Patchy rain possible,20.5,Saturday,0.5377777777777778,2.0,19.0,True
10.37,54.617067833698044,Breakfast Items,Mist,12.9,Tuesday,3.5708333333333333,1.0,21.0,True
7.58,66.75438596491227,Ready Meals & Hot Food,Sunny,12.3,Tuesday,6.035555555555556,3.0,19.0,True
8.18,64.20131291028447,Sweet Treats & Desserts,Mist,17.0,Sunday,1.4813888888888889,1.0,18.0,True
6.8,71.48846960167715,Sweet Treats & Desserts,Patchy rain possible,5.1,Thursday,2.6213888888888888,2.0,15.0,True
8.8,60.62639821029083,Drinks & Beverages,Sunny,12.1,Sunday,0.8513888888888889,2.0,12.0,True
7.67,65.68232662192395,Drinks & Beverages,Light rain shower,10.3,Wednesday,3.8430555555555554,2.0,15.0,True
15.56,34.75890985324948,Sweet Treats & Desserts,Patchy rain possible,16.5,Sunday,0.19,3.0,17.0,True
12.82,33.4025974025974,Drinks & Beverages,Light rain shower,18.4,Thursday,2.1894444444444443,2.0,14.0,False
15.82,33.24894514767932,Drinks & Beverages,Light rain shower,10.4,Monday,0.9411111111111111,1.0,11.0,False
3.57,70.25,Snacks & Savoury Items,Patchy rain possible,2.6,Thursday,2.6061111111111113,2.0,13.0,True
6.98,56.23824451410657,Ready Meals & Hot Food,Patchy rain possible,11.4,Monday,1.5577777777777777,1.0,21.0,True
4.79,33.93103448275861,Snacks & Savoury Items,Partly cloudy,5.4,Tuesday,0.5219444444444444,1.0,21.0,True
6.25,71.59090909090908,Vegan & Vegetarian,Light rain shower,13.0,Thursday,0.10722222222222222,1.0,21.0,True
8.8,57.384987893462466,Drinks & Beverages,Patchy rain possible,2.4,Tuesday,1.058888888888889,6.0,14.0,True
1.79,70.16666666666667,Drinks & Beverages,Sunny,3.5,Monday,1.495,3.0,18.0,True
11.06,53.23467230443975,Sweet Treats & Desserts,Light rain,13.6,Wednesday,0.14805555555555555,1.0,16.0,True
3.42,54.400000000000006,Snacks & Savoury Items,Light rain,13.1,Tuesday,0.7666666666666667,1.0,18.0,True
0.78,73.5593220338983,Drinks & Beverages,Patchy rain possible,17.4,Thursday,1.6622222222222223,6.0,9.0,True
6.44,73.44329896907216,Snacks & Savoury Items,Mist,10.5,Wednesday,7.108055555555556,4.0,17.0,True
18.22,27.12,Bread & Baked Goods,Sunny,20.4,Thursday,6.401388888888889,1.0,14.0,True
1.72,30.364372469635637,Fruit & Vegetables,Patchy rain possible,2.6,Friday,0.4841666666666667,1.0,20.0,True
11.85,27.963525835866264,Sweet Treats & Desserts,Patchy light drizzle,12.5,Friday,0.4855555555555556,1.0,20.0,True
12.24,31.62011173184357,Vegan & Vegetarian,Light rain,9.7,Sunday,0.725,5.0,9.0,False
6.0,40.0,Fruit & Vegetables,Patchy rain possible,3.1,Thursday,5.815,7.0,14.0,True
13.6,25.274725274725274,Snacks & Savoury Items,Patchy rain possible,16.9,Monday,0.4777777777777778,6.0,8.0,False
8.81,59.679633867276884,Ready Meals & Hot Food,Moderate or heavy rain with thunder,8.3,Friday,0.42138888888888887,7.0,14.0,True
17.16,25.391304347826082,Vegan & Vegetarian,Light drizzle,16.1,Saturday,0.8127777777777778,1.0,21.0,False
6.01,74.95833333333333,Breakfast Items,Mist,10.5,Wednesday,1.5944444444444446,1.0,13.0,True
2.21,37.57062146892656,Breakfast Items,Overcast,9.5,Wednesday,1.7630555555555556,4.0,17.0,True
7.27,69.12951167728238,Ready Meals & Hot Food,Patchy rain possible,6.2,Friday,0.3377777777777778,1.0,16.0,True
16.84,26.462882096069862,Sweet Treats & Desserts,Light rain,11.5,Monday,0.41833333333333333,5.0,9.0,False
6.57,66.5648854961832,Snacks & Savoury Items,Partly cloudy,16.8,Friday,6.557777777777778,2.0,13.0,True
3.33,41.57894736842105,Ready Meals & Hot Food,Heavy rain at times,3.0,Wednesday,1.0291666666666666,2.0,12.0,True
9.72,40.91185410334346,Vegan & Vegetarian,Overcast,15.8,Tuesday,0.5102777777777778,1.0,11.0,False
2.72,62.73972602739726,Vegan & Vegetarian,Patchy rain possible,13.1,Monday,10.738333333333333,3.0,18.0,True
12.75,48.06517311608961,Ready Meals & Hot Food,Overcast,7.3,Saturday,0.7175,1.0,13.0,True
2.84,51.864406779661024,Drinks & Beverages,Patchy rain possible,17.2,Wednesday,0.44,2.0,9.0,True
3.16,67.91878172588832,Drinks & Beverages,Overcast,6.6,Tuesday,0.5866666666666667,1.0,20.0,True
11.27,43.50877192982456,Ready Meals & Hot Food,Patchy rain possible,18.1,Wednesday,0.25,1.0,21.0,True
9.45,45.438799076212476,Snacks & Savoury Items,Patchy rain possible,3.1,Thursday,0.72,7.0,10.0,True
15.66,29.932885906040273,Drinks & Beverages,Patchy rain possible,8.6,Sunday,3.4355555555555557,1.0,14.0,False
7.76,65.27964205816555,Drinks & Beverages,Patchy rain possible,19.1,Tuesday,2.1275,3.0,14.0,True
3.39,65.23076923076923,Meat & Protein,Light rain shower,13.5,Sunday,4.343333333333334,1.0,15.0,True
13.31,33.283208020050125,Ready Meals & Hot Food,Sunny,10.0,Friday,0.8797222222222222,1.0,17.0,True
3.81,45.17985611510792,Sweet Treats & Desserts,Patchy rain possible,15.8,Saturday,0.3858333333333333,1.0,11.0,True
10.34,54.04444444444445,Breakfast Items,Patchy rain possible,15.5,Tuesday,2.4972222222222222,3.0,9.0,False
11.96,50.16666666666667,Ready Meals & Hot Food,Patchy rain possible,11.3,Saturday,4.418333333333333,4.0,17.0,True
3.88,43.604651162790695,Fruit & Vegetables,Overcast,5.9,Tuesday,3.1058333333333334,3.0,12.0,True
9.47,60.492282019190654,Ready Meals & Hot Food,Patchy rain possible,10.3,Sunday,6.496944444444445,1.0,21.0,True
10.88,56.040404040404034,Breakfast Items,Patchy rain possible,13.2,Sunday,0.19777777777777777,4.0,10.0,True
6.03,71.07913669064749,Sweet Treats & Desserts,Cloudy,17.7,Thursday,0.44055555555555553,1.0,19.0,True
10.04,54.36363636363637,Vegan & Vegetarian,Patchy rain possible,9.7,Friday,3.206111111111111,1.0,22.0,True
3.09,31.333333333333336,Drinks & Beverages,Patchy rain possible,3.8,Saturday,2.5119444444444445,1.0,14.0,True
4.71,45.86206896551723,Breakfast Items,Patchy rain possible,11.9,Sunday,1.2247222222222223,2.0,11.0,True
13.11,40.409090909090914,Vegan & Vegetarian,Patchy rain possible,9.2,Sunday,0.47,1.0,19.0,False
9.65,56.136363636363626,Vegan & Vegetarian,Sunny,12.1,Sunday,0.5130555555555556,1.0,21.0,True
7.61,63.76190476190475,Vegan & Vegetarian,Sunny,6.3,Saturday,0.025833333333333333,1.0,21.0,True
12.29,42.435597189695564,Dairy & Eggs,Partly cloudy,16.8,Saturday,2.1858333333333335,9.0,11.0,True
6.67,48.88888888888889,Drinks & Beverages,Partly cloudy,19.6,Sunday,2.2286111111111113,1.0,14.0,True
15.21,33.14285714285714,Sweet Treats & Desserts,Sunny,13.5,Wednesday,1.3683333333333334,4.0,9.0,True
14.45,33.56321839080461,Breakfast Items,Light rain shower,16.8,Thursday,4.245,1.0,16.0,False
13.72,38.612975391498885,Drinks & Beverages,Partly cloudy,16.8,Saturday,3.5952777777777776,1.0,14.0,True
1.66,48.92307692307693,Sweet Treats & Desserts,Overcast,4.1,Thursday,1.0722222222222222,1.0,13.0,True
2.69,28.266666666666673,Ready Meals & Hot Food,Cloudy,17.6,Monday,2.8333333333333335,1.0,21.0,True
11.48,53.98797595190381,Sweet Treats & Desserts,Cloudy,18.0,Friday,0.6830555555555555,3.0,17.0,True
8.51,59.18465227817747,Sweet Treats & Desserts,Patchy rain possible,11.3,Friday,4.101388888888889,1.0,20.0,True
5.34,54.74576271186441,Drinks & Beverages,Overcast,9.4,Friday,0.5897222222222223,2.0,19.0,True
6.96,61.117318435754186,Vegan & Vegetarian,Partly cloudy,16.0,Friday,1.2461111111111112,3.0,9.0,True
9.54,59.23076923076923,Sweet Treats & Desserts,Overcast,10.6,Wednesday,1.4391666666666667,2.0,18.0,True
15.11,35.51002987622706,Snacks & Savoury Items,Fog,13.7,Thursday,5.518055555555556,1.0,13.0,False
7.2,25.0,Bread & Baked Goods,Overcast,6.6,Tuesday,0.6708333333333333,1.0,12.0,False
2.61,71.93548387096776,Breakfast Items,Moderate or heavy rain shower,9.1,Tuesday,2.9430555555555555,1.0,16.0,True
14.05,41.09014675052411,Sweet Treats & Desserts,Patchy rain possible,14.8,Sunday,1.2044444444444444,1.0,19.0,True
1.98,28.776978417266186,Fruit & Vegetables,Sunny,3.5,Monday,10.109722222222222,1.0,18.0,True
0.57,71.35678391959799,Dairy & Eggs,Overcast,8.3,Tuesday,7.603611111111111,5.0,15.0,True
2.92,26.63316582914573,Snacks & Savoury Items,Light rain shower,16.8,Thursday,5.815,1.0,16.0,False
12.18,50.78787878787878,Breakfast Items,Patchy rain possible,8.4,Saturday,3.8869444444444445,1.0,14.0,True
3.79,52.625,Snacks & Savoury Items,Patchy rain possible,3.1,Thursday,7.055833333333333,2.0,19.0,True
8.46,60.18823529411764,Meat & Protein,Light rain shower,16.4,Wednesday,0.3591666666666667,3.0,19.0,True
8.91,47.43362831858406,Ready Meals & Hot Food,Partly cloudy,16.8,Sunday,0.4622222222222222,1.0,21.0,True
5.93,73.04545454545455,Vegan & Vegetarian,Patchy rain possible,10.4,Saturday,2.893611111111111,2.0,19.0,True
10.39,25.251798561151073,Sweet Treats & Desserts,Light rain shower,16.8,Thursday,1.238611111111111,1.0,19.0,True
16.26,31.823899371069174,Sweet Treats & Desserts,Mist,16.3,Friday,2.9066666666666667,2.0,21.0,True
8.09,59.448621553884706,Ready Meals & Hot Food,Light rain shower,5.8,Thursday,2.9616666666666664,1.0,21.0,True
10.6,52.57270693512305,Drinks & Beverages,Light drizzle,16.4,Thursday,4.618888888888889,1.0,16.0,True
7.52,68.46960167714884,Sweet Treats & Desserts,Light rain shower,15.5,Monday,0.021666666666666667,3.0,13.0,True
18.56,25.61122244488978,Ready Meals & Hot Food,Patchy rain possible,3.2,Monday,6.155555555555556,1.0,16.0,False
14.36,39.79035639412999,Sweet Treats & Desserts,Patchy rain possible,17.4,Thursday,0.010277777777777778,1.0,20.0,True
10.34,56.88073394495413,Ready Meals & Hot Food,Partly cloudy,11.8,Monday,1.281388888888889,10.0,10.0,True
9.52,46.96378830083565,Ready Meals & Hot Food,Patchy rain possible,8.6,Sunday,3.9783333333333335,2.0,20.0,True
13.22,44.57023060796645,Sweet Treats & Desserts,Moderate rain at times,8.4,Friday,1.0161111111111112,1.0,20.0,True
10.03,47.21052631578948,Sweet Treats & Desserts,Light rain,13.1,Tuesday,0.6886111111111111,1.0,17.0,True
6.34,71.6331096196868,Drinks & Beverages,Light rain shower,10.4,Monday,1.5291666666666666,4.0,13.0,True
10.16,57.40041928721173,Sweet Treats & Desserts,Moderate rain,7.5,Saturday,1.7747222222222223,2.0,17.0,True
7.82,66.75170068027211,Fruit & Vegetables,Overcast,10.3,Sunday,0.39055555555555554,1.0,15.0,True
5.59,35.747126436781606,Sweet Treats & Desserts,Light rain shower,14.0,Sunday,1.2744444444444445,1.0,11.0,True
9.12,63.00202839756592,Breakfast Items,Moderate rain at times,6.7,Monday,2.2713888888888887,1.0,21.0,True
4.21,74.32926829268293,Breakfast Items,Moderate or heavy rain shower,9.1,Friday,2.0380555555555557,7.0,11.0,True
10.02,52.17183770883055,Ready Meals & Hot Food,Moderate or heavy rain shower,8.9,Thursday,0.06305555555555556,1.0,21.0,True
6.19,71.60550458715595,Sweet Treats & Desserts,Light rain shower,15.0,Thursday,2.8247222222222224,1.0,21.0,True
11.99,49.40928270042194,Breakfast Items,Light rain shower,16.2,Friday,4.210277777777778,1.0,16.0,True
