discount,price,weather,category,temperature,day,lead_time,window_length,time_of_day,is_reserved,is_collected
0.7035087719298245,6.76,Light rain shower,SWEET_TREATS_DESSERTS,9.8,Monday,0.8922222222222222,1.0,14.0,True,True
0.2612975391498881,16.51,Moderate or heavy snow showers,DRINKS_BEVERAGES,0.8,Saturday,0.3913888888888889,1.0,14.0,False,False
0.72,4.62,Moderate or heavy snow showers,DRINKS_BEVERAGES,0.8,Saturday,12.112222222222222,1.0,21.0,False,False
0.3274231678486998,5.69,Light rain shower,SNACKS_SAVOURY_ITEMS,9.8,Monday,0.7780555555555555,1.0,16.0,True,False
0.7220000000000001,1.39,Moderate or heavy snow showers,MEAT_PROTEIN,0.8,Saturday,1.808888888888889,3.0,16.0,True,True
0.3057057057057056,11.56,Light rain shower,DAIRY_EGGS,9.8,Monday,6.392777777777778,2.0,20.0,False,False
0.5120448179271708,8.71,Light drizzle,VEGAN_VEGETARIAN,9.2,Sunday,3.0183333333333335,10.0,11.0,True,True
0.3372727272727273,14.58,Patchy rain possible,VEGAN_VEGETARIAN,3.1,Thursday,0.6872222222222222,1.0,21.0,False,False
0.2757062146892655,12.82,Light rain shower,DRINKS_BEVERAGES,6.1,Thursday,2.1680555555555556,2.0,20.0,False,False
0.6525,4.17,Patchy rain possible,BREAKFAST_ITEMS,2.4,Saturday,0.5227777777777778,1.0,14.0,True,True
0.55,0.9,Light rain shower,SNACKS_SAVOURY_ITEMS,5.8,Thursday,10.228055555555555,1.0,21.0,True,False
0.2630252100840337,17.54,Patchy rain possible,READY_MEALS_HOT_FOOD,4.8,Wednesday,2.111388888888889,11.0,11.0,True,True
0.5583819849874896,10.59,Patchy rain possible,READY_MEALS_HOT_FOOD,2.4,Friday,1.5319444444444446,2.0,20.0,True,True
0.34272930648769584,14.69,Patchy rain possible,DRINKS_BEVERAGES,3.1,Thursday,6.134166666666666,1.0,13.0,False,False
0.45450819672131143,13.31,Patchy rain possible,SWEET_TREATS_DESSERTS,4.9,Friday,3.0188888888888887,1.0,20.0,True,True
0.32652173913043475,15.49,Moderate or heavy snow showers,VEGAN_VEGETARIAN,0.8,Saturday,3.613611111111111,1.0,22.0,False,False
0.31909547738693467,5.42,Patchy rain possible,SNACKS_SAVOURY_ITEMS,2.4,Friday,2.811111111111111,1.0,13.0,True,True
0.41,11.21,Light rain shower,SWEET_TREATS_DESSERTS,9.8,Monday,0.035833333333333335,2.0,18.0,False,False
0.46170212765957447,7.59,Moderate or heavy snow showers,BREAKFAST_ITEMS,-0.3,Monday,2.495277777777778,1.0,16.0,False,False
0.5064,12.34,Light rain shower,READY_MEALS_HOT_FOOD,6.1,Thursday,1.5277777777777777,2.0,20.0,True,True
0.42590909090909085,12.63,Light rain shower,DRINKS_BEVERAGES,9.8,Monday,1.1713888888888888,1.0,15.0,True,False
0.6375838926174496,2.7,Moderate or heavy snow showers,DRINKS_BEVERAGES,0.8,Saturday,1.208611111111111,2.0,13.0,True,False
0.4555555555555556,10.78,Moderate or heavy snow showers,BREAKFAST_ITEMS,-0.3,Monday,0.6772222222222222,1.0,11.0,False,False
0.28708333333333336,17.11,Moderate or heavy snow showers,READY_MEALS_HOT_FOOD,0.8,Saturday,1.6272222222222221,1.0,22.0,False,False
0.6200000000000001,3.61,Light rain shower,SWEET_TREATS_DESSERTS,9.8,Monday,5.845277777777778,1.0,19.0,True,True
0.3483870967741935,14.14,Light rain shower,DRINKS_BEVERAGES,5.8,Thursday,0.6863888888888889,1.0,21.0,False,False
0.6420408163265307,8.77,Light rain shower,DRINKS_BEVERAGES,6.1,Thursday,4.346666666666667,2.0,15.0,True,False
0.543884892086331,6.34,Patchy rain possible,SWEET_TREATS_DESSERTS,2.4,Friday,2.289722222222222,1.0,20.0,True,True
0.48404040404040405,12.77,Light rain shower,VEGAN_VEGETARIAN,5.8,Thursday,4.984166666666667,1.0,18.0,True,False
0.7058823529411765,6.75,Patchy rain possible,SNACKS_SAVOURY_ITEMS,3.1,Thursday,1.311388888888889,1.0,14.0,True,True
0.6533333333333333,8.06,Patchy rain possible,SWEET_TREATS_DESSERTS,2.4,Friday,1.273611111111111,4.0,13.0,True,True
0.46545454545454545,11.76,Moderate or heavy snow showers,VEGAN_VEGETARIAN,0.8,Saturday,0.7255555555555555,1.0,22.0,False,False
0.6037151702786377,6.4,Patchy rain possible,SWEET_TREATS_DESSERTS,2.4,Friday,0.2722222222222222,3.0,12.0,True,True
0.29562289562289557,10.46,Patchy rain possible,DRINKS_BEVERAGES,2.4,Saturday,1.6841666666666666,3.0,11.0,True,True
0.3501199040767386,13.55,Patchy rain possible,SWEET_TREATS_DESSERTS,3.1,Thursday,0.6063888888888889,1.0,21.0,False,False
0.510028653295129,6.84,Patchy rain possible,FRUIT_VEGETABLES,2.4,Friday,1.3127777777777778,2.0,18.0,True,True
0.6065439672801636,9.62,Light rain shower,SWEET_TREATS_DESSERTS,9.8,Monday,1.4216666666666666,1.0,12.0,True,True
0.46090909090909093,11.86,Moderate or heavy snow showers,VEGAN_VEGETARIAN,0.8,Saturday,0.7352777777777778,1.0,22.0,False,False
0.5986159169550173,5.8,Patchy rain possible,BREAKFAST_ITEMS,4.8,Wednesday,9.91,3.0,18.0,True,True
0.31999999999999995,1.36,Light drizzle,BREAD_BAKED_GOODS,9.2,Sunday,1.4738888888888888,1.0,14.0,True,True
0.6868588177821201,6.41,Light rain shower,BREAD_BAKED_GOODS,6.1,Thursday,7.32,2.0,15.0,True,True
0.36050420168067226,15.22,Light rain shower,READY_MEALS_HOT_FOOD,6.1,Thursday,4.866666666666666,2.0,17.0,False,False
0.4034782608695652,13.72,Light rain shower,BREAD_BAKED_GOODS,7.3,Tuesday,2.7422222222222223,1.0,15.0,False,False
0.33487297921478065,5.76,Light rain shower,SNACKS_SAVOURY_ITEMS,5.8,Thursday,3.754166666666667,2.0,15.0,False,False
0.31708333333333333,16.39,Light rain shower,READY_MEALS_HOT_FOOD,7.3,Tuesday,0.1802777777777778,1.0,21.0,False,False
0.3589473684210526,12.18,Patchy rain possible,SWEET_TREATS_DESSERTS,3.1,Thursday,2.0516666666666667,2.0,18.0,True,True
0.3393103448275862,4.79,Patchy rain possible,DAIRY_EGGS,4.8,Wednesday,1.066111111111111,1.0,19.0,True,True
0.2604865771812081,17.63,Patchy rain possible,READY_MEALS_HOT_FOOD,2.4,Saturday,0.16444444444444445,2.0,20.0,False,False
0.3333333333333333,8.0,Moderate or heavy snow showers,READY_MEALS_HOT_FOOD,0.8,Saturday,1.281111111111111,1.0,11.0,True,False
0.6003717472118959,4.3,Patchy rain possible,SNACKS_SAVOURY_ITEMS,2.4,Saturday,4.039722222222222,1.0,14.0,True,True
0.5180952380952382,10.12,Light rain shower,VEGAN_VEGETARIAN,9.8,Monday,0.6391666666666667,3.0,19.0,True,True
0.6959514170040485,7.51,Light rain shower,BREAKFAST_ITEMS,5.8,Thursday,3.8980555555555556,1.0,15.0,True,False
0.3363636363636363,12.41,Moderate or heavy snow showers,SWEET_TREATS_DESSERTS,0.8,Saturday,0.7555555555555555,2.0,12.0,False,False
0.33410852713178296,8.59,Moderate or heavy snow showers,BREAKFAST_ITEMS,0.8,Saturday,2.9672222222222224,1.0,14.0,False,False
0.45829145728643217,5.39,Light rain shower,VEGAN_VEGETARIAN,9.8,Monday,0.2086111111111111,1.0,11.0,True,True
0.28456375838926173,10.66,Patchy rain possible,DRINKS_BEVERAGES,2.4,Tuesday,0.7886111111111112,1.0,16.0,False,False
0.7186094069529653,6.88,Patchy rain possible,BREAKFAST_ITEMS,2.4,Saturday,1.5261111111111112,1.0,14.0,True,True
0.3473684210526316,14.26,Patchy rain possible,SWEET_TREATS_DESSERTS,3.7,Wednesday,2.933333333333333,1.0,19.0,True,True
0.7023157894736842,7.07,Patchy rain possible,DAIRY_EGGS,4.8,Wednesday,0.9680555555555556,1.0,21.0,True,False
0.7075862068965517,6.36,Patchy rain possible,DRINKS_BEVERAGES,3.7,Wednesday,0.17833333333333334,1.0,11.0,True,False
0.7395652173913042,5.99,Moderate or heavy snow showers,VEGAN_VEGETARIAN,0.8,Saturday,0.14666666666666667,3.0,17.0,True,False
0.43302752293577984,3.09,Patchy rain possible,DRINKS_BEVERAGES,4.8,Wednesday,0.4261111111111111,2.0,15.0,True,True
0.549874686716792,8.98,Moderate or heavy snow showers,READY_MEALS_HOT_FOOD,-0.3,Monday,1.7158333333333333,2.0,20.0,True,False
0.33411033411033403,8.57,Patchy rain possible,SWEET_TREATS_DESSERTS,2.4,Tuesday,0.3908333333333333,2.0,16.0,False,False
0.3606263982102909,14.29,Moderate or heavy snow showers,DRINKS_BEVERAGES,-0.3,Monday,2.8033333333333332,4.0,12.0,False,False
0.387136929460581,14.77,Light rain shower,SWEET_TREATS_DESSERTS,6.1,Thursday,1.0875,2.0,12.0,True,True
0.3045563549160672,14.5,Light drizzle,VEGAN_VEGETARIAN,9.2,Sunday,4.369166666666667,1.0,20.0,False,False
0.5315673289183223,10.61,Light rain shower,SWEET_TREATS_DESSERTS,7.3,Tuesday,0.09805555555555556,1.0,16.0,True,False
0.6210290827740492,8.47,Moderate or heavy snow showers,DRINKS_BEVERAGES,0.8,Saturday,1.6825,1.0,14.0,True,False
0.3879194630872484,9.12,Patchy rain possible,DRINKS_BEVERAGES,3.7,Wednesday,1.1411111111111112,4.0,12.0,True,True
0.509090909090909,1.35,Moderate or heavy snow showers,SNACKS_SAVOURY_ITEMS,-0.3,Monday,3.8361111111111112,6.0,11.0,True,True
0.3189041095890411,12.43,Patchy rain possible,DAIRY_EGGS,2.4,Friday,0.9725,1.0,21.0,False,False
0.6037974683544304,6.26,Patchy rain possible,BREAD_BAKED_GOODS,3.1,Thursday,0.49722222222222223,3.0,8.0,True,True
0.6906474820143885,2.15,Patchy rain possible,SWEET_TREATS_DESSERTS,2.4,Saturday,4.4447222222222225,2.0,21.0,True,True
0.4243002544529262,9.05,Patchy rain possible,BREAD_BAKED_GOODS,2.4,Saturday,1.1086111111111112,1.0,19.0,True,True
0.48469601677148855,12.29,Light rain shower,SWEET_TREATS_DESSERTS,7.3,Tuesday,1.9455555555555555,1.0,19.0,True,True
0.5969543147208121,3.97,Patchy rain possible,DRINKS_BEVERAGES,2.4,Tuesday,0.09777777777777778,1.0,11.0,True,True
0.6043887147335424,6.31,Patchy rain possible,READY_MEALS_HOT_FOOD,4.8,Wednesday,2.8272222222222223,1.0,21.0,True,True
0.57160751565762,10.26,Patchy rain possible,SWEET_TREATS_DESSERTS,4.9,Friday,2.341111111111111,1.0,20.0,True,True
0.44559270516717325,9.12,Partly cloudy,VEGAN_VEGETARIAN,0.1,Sunday,0.9833333333333333,1.0,14.0,True,True
0.7,6.3,Patchy rain possible,SNACKS_SAVOURY_ITEMS,2.4,Friday,9.018611111111111,1.0,21.0,True,False
0.6015037593984962,7.95,Moderate or heavy snow showers,BREAKFAST_ITEMS,0.8,Saturday,2.321388888888889,4.0,11.0,True,True
0.46055045871559636,8.82,Patchy rain possible,DRINKS_BEVERAGES,2.4,Friday,1.8566666666666667,6.0,11.0,True,True
0.3859090909090909,13.51,Patchy rain possible,DRINKS_BEVERAGES,3.7,Wednesday,3.9386111111111113,1.0,11.0,True,True
0.3111111111111111,3.1,Moderate or heavy snow showers,DAIRY_EGGS,-0.3,Monday,6.140833333333333,1.0,16.0,False,False
0.7294736842105263,5.14,Patchy rain possible,SWEET_TREATS_DESSERTS,2.4,Friday,1.5055555555555555,2.0,18.0,True,True
0.5791411042944785,10.29,Patchy rain possible,VEGAN_VEGETARIAN,3.1,Thursday,1.3766666666666667,1.0,11.0,True,True
0.5237322515212981,11.74,Patchy rain possible,SWEET_TREATS_DESSERTS,2.4,Friday,3.8377777777777777,2.0,17.0,True,True
0.3529670329670329,14.72,Patchy rain possible,DRINKS_BEVERAGES,2.4,Tuesday,0.1502777777777778,1.0,10.0,False,False
0.652060737527115,8.02,Light rain shower,DRINKS_BEVERAGES,9.8,Monday,0.5316666666666666,2.0,8.0,True,False
0.5860869565217391,9.52,Light rain shower,VEGAN_VEGETARIAN,7.3,Tuesday,0.69,1.0,20.0,True,False
0.40615384615384614,11.58,Moderate or heavy snow showers,READY_MEALS_HOT_FOOD,0.8,Saturday,0.23916666666666667,1.0,14.0,False,False
0.2671428571428571,15.39,Light rain shower,VEGAN_VEGETARIAN,9.8,Monday,0.2152777777777778,1.0,18.0,False,False
0.5506437768240343,10.47,Moderate or heavy snow showers,SWEET_TREATS_DESSERTS,-0.3,Monday,1.3952777777777778,2.0,12.0,True,False
0.43886462882096067,12.85,Light rain shower,BREAKFAST_ITEMS,7.3,Tuesday,0.3502777777777778,1.0,11.0,True,False
0.3169014084507042,14.55,Light rain shower,BREAKFAST_ITEMS,9.8,Monday,0.03861111111111111,4.0,8.0,False,False
0.5265822784810127,7.48,Patchy rain possible,DRINKS_BEVERAGES,4.8,Wednesday,2.5494444444444446,1.0,10.0,True,True
0.6489028213166145,5.6,Moderate or heavy snow showers,READY_MEALS_HOT_FOOD,-0.3,Monday,0.1711111111111111,1.0,21.0,False,False
0.34594594594594597,6.05,Patchy rain possible,SNACKS_SAVOURY_ITEMS,2.4,Saturday,5.043888888888889,5.0,15.0,True,True
0.4283333333333333,13.72,Moderate or heavy snow showers,READY_MEALS_HOT_FOOD,0.8,Saturday,0.08083333333333333,1.0,22.0,False,False
0.7373333333333334,3.94,Patchy rain possible,BREAD_BAKED_GOODS,2.4,Saturday,0.49944444444444447,1.0,11.0,True,True
0.3370786516853933,0.59,Moderate or heavy snow showers,FRUIT_VEGETABLES,-0.3,Monday,0.3461111111111111,2.0,18.0,False,False
0.7400089806915133,5.79,Patchy rain possible,MEAT_PROTEIN,3.7,Wednesday,2.2047222222222222,3.0,16.0,True,True
0.3459090909090909,14.39,Light drizzle,VEGAN_VEGETARIAN,9.2,Sunday,4.196666666666666,1.0,21.0,False,False
0.6625298329355608,7.07,Moderate or heavy snow showers,READY_MEALS_HOT_FOOD,-0.3,Monday,1.7430555555555556,2.0,20.0,True,False
0.410062893081761,14.07,Moderate or heavy snow showers,SWEET_TREATS_DESSERTS,0.8,Saturday,0.9161111111111111,2.0,21.0,False,False
0.34748358862144424,14.91,Patchy rain possible,SWEET_TREATS_DESSERTS,4.9,Friday,0.028055555555555556,3.0,17.0,False,False
0.334025974025974,12.82,Patchy rain possible,DRINKS_BEVERAGES,4.8,Wednesday,2.1894444444444443,2.0,14.0,False,False
0.3324894514767932,15.82,Light drizzle,DRINKS_BEVERAGES,9.2,Sunday,1.4116666666666666,1.0,14.0,True,True
0.7025,3.57,Patchy rain possible,SNACKS_SAVOURY_ITEMS,2.4,Friday,2.6061111111111113,2.0,13.0,True,True
0.4082191780821917,2.16,Light rain shower,VEGAN_VEGETARIAN,7.3,Tuesday,2.3222222222222224,8.0,14.0,True,True
0.6095454545454545,8.59,Light rain shower,VEGAN_VEGETARIAN,6.1,Thursday,2.683333333333333,1.0,11.0,True,True
0.33165618448637324,15.94,Patchy rain possible,SWEET_TREATS_DESSERTS,2.4,Saturday,0.0811111111111111,1.0,22.0,False,False
0.32123076923076926,11.03,Patchy rain possible,SWEET_TREATS_DESSERTS,2.4,Tuesday,0.2619444444444444,4.0,10.0,False,False
0.6936560934891486,3.67,Light rain shower,READY_MEALS_HOT_FOOD,6.1,Thursday,0.9944444444444445,2.0,20.0,True,True
0.5793103448275861,3.66,Patchy rain possible,SNACKS_SAVOURY_ITEMS,3.1,Thursday,3.265277777777778,1.0,21.0,True,False
0.26953125000000006,9.35,Light rain shower,DAIRY_EGGS,9.8,Monday,0.06638888888888889,2.0,14.0,False,False
0.5442211055276381,9.07,Light rain shower,VEGAN_VEGETARIAN,7.3,Tuesday,0.0763888888888889,1.0,10.0,True,False
0.735593220338983,0.78,Moderate or heavy snow showers,DRINKS_BEVERAGES,-0.3,Monday,1.6622222222222223,6.0,9.0,True,True
0.7344329896907216,6.44,Patchy rain possible,SNACKS_SAVOURY_ITEMS,4.9,Friday,7.108055555555556,4.0,17.0,True,True
0.27120000000000005,18.22,Patchy rain possible,BREAD_BAKED_GOODS,2.4,Tuesday,6.401388888888889,1.0,14.0,False,False
0.30364372469635637,1.72,Patchy rain possible,FRUIT_VEGETABLES,3.1,Thursday,0.4841666666666667,1.0,20.0,False,False
0.5963636363636363,8.88,Light rain shower,DRINKS_BEVERAGES,7.3,Tuesday,2.6597222222222223,2.0,14.0,True,True
0.3242105263157895,6.42,Partly cloudy,SWEET_TREATS_DESSERTS,0.1,Sunday,0.41944444444444445,1.0,18.0,True,True
0.27708417237213046,17.95,Patchy rain possible,SNACKS_SAVOURY_ITEMS,2.4,Saturday,4.6947222222222225,1.0,14.0,False,False
0.7216666666666667,6.68,Patchy rain possible,READY_MEALS_HOT_FOOD,2.4,Saturday,2.2255555555555557,1.0,22.0,True,True
0.3454935622317597,15.25,Patchy rain possible,DAIRY_EGGS,4.8,Wednesday,1.5683333333333334,2.0,18.0,True,True
0.2763796909492273,16.39,Patchy rain possible,DRINKS_BEVERAGES,3.7,Wednesday,0.8694444444444445,2.0,20.0,False,False
0.4925764192139738,5.81,Patchy rain possible,VEGAN_VEGETARIAN,3.1,Thursday,5.296666666666667,2.0,16.0,True,False
0.6923076923076923,1.6,Patchy rain possible,FRUIT_VEGETABLES,4.8,Wednesday,0.47305555555555556,1.0,21.0,True,False
0.39842105263157895,11.43,Light rain shower,SWEET_TREATS_DESSERTS,5.8,Thursday,2.2913888888888887,1.0,19.0,True,True
0.4735294117647058,5.37,Light rain shower,SWEET_TREATS_DESSERTS,9.8,Monday,6.336388888888889,1.0,14.0,True,True
0.51875,0.77,Moderate or heavy snow showers,BREAD_BAKED_GOODS,-0.3,Monday,10.08361111111111,2.0,19.0,True,False
0.5305954825462013,11.43,Patchy rain possible,READY_MEALS_HOT_FOOD,4.9,Friday,1.801388888888889,5.0,9.0,True,True
0.5180199739470257,11.1,Light rain shower,FRUIT_VEGETABLES,7.3,Tuesday,0.2569444444444444,2.0,20.0,True,False
0.3509523809523809,13.63,Patchy rain possible,VEGAN_VEGETARIAN,3.1,Thursday,0.6933333333333334,1.0,20.0,False,False
0.5733333333333334,5.12,Moderate or heavy snow showers,SWEET_TREATS_DESSERTS,0.8,Saturday,1.9647222222222223,1.0,11.0,True,False
0.6278947368421053,7.07,Light rain shower,SWEET_TREATS_DESSERTS,6.1,Thursday,3.078611111111111,2.0,17.0,True,True
0.6903803131991052,6.92,Light rain shower,DRINKS_BEVERAGES,5.8,Thursday,2.0866666666666664,3.0,14.0,True,True
0.6145251396648044,6.9,Patchy rain possible,VEGAN_VEGETARIAN,3.1,Thursday,0.20055555555555554,3.0,9.0,True,True
0.6441666666666667,4.27,Patchy rain possible,DRINKS_BEVERAGES,4.9,Friday,4.996666666666667,4.0,14.0,True,True
0.40210526315789474,5.68,Moderate or heavy snow showers,SWEET_TREATS_DESSERTS,0.8,Saturday,4.036944444444444,1.0,20.0,False,False
0.3327586206896551,15.48,Light rain shower,SWEET_TREATS_DESSERTS,6.1,Thursday,1.8394444444444444,1.0,8.0,True,False
0.4518072289156627,2.73,Light rain shower,SNACKS_SAVOURY_ITEMS,5.8,Thursday,1.9288888888888889,1.0,16.0,True,False
0.5404444444444445,10.34,Patchy rain possible,BREAKFAST_ITEMS,4.8,Wednesday,2.4972222222222222,3.0,9.0,True,True
0.5177453027139874,11.55,Light rain shower,SWEET_TREATS_DESSERTS,9.8,Monday,1.2083333333333333,1.0,19.0,True,True
0.34805194805194806,15.06,Patchy rain possible,READY_MEALS_HOT_FOOD,2.4,Friday,0.21,1.0,16.0,False,False
0.4211764705882353,4.92,Light rain shower,SWEET_TREATS_DESSERTS,9.8,Monday,2.1566666666666667,3.0,16.0,True,True
0.7312368972746331,6.41,Light drizzle,SWEET_TREATS_DESSERTS,9.2,Sunday,2.4811111111111113,1.0,19.0,True,True
0.7208695652173912,3.21,Moderate or heavy snow showers,SWEET_TREATS_DESSERTS,-0.3,Monday,0.9044444444444445,2.0,15.0,True,False
0.6304250559284117,8.26,Light rain shower,DRINKS_BEVERAGES,5.8,Thursday,0.09833333333333333,2.0,11.0,True,False
0.31320754716981136,5.46,Light rain shower,SWEET_TREATS_DESSERTS,7.3,Tuesday,2.5166666666666666,2.0,18.0,True,True
0.4590604026845637,8.06,Partly cloudy,DRINKS_BEVERAGES,0.1,Sunday,1.2247222222222223,2.0,11.0,True,True
0.4040909090909091,13.11,Moderate or heavy snow showers,VEGAN_VEGETARIAN,0.8,Saturday,0.9641666666666666,1.0,20.0,False,False
0.5613636363636364,9.65,Patchy rain possible,VEGAN_VEGETARIAN,4.9,Friday,0.6155555555555555,1.0,22.0,False,False
0.6217948717948718,8.85,Light rain shower,SWEET_TREATS_DESSERTS,9.8,Monday,2.0747222222222224,1.0,19.0,True,True
0.42372881355932207,1.7,Patchy rain possible,DRINKS_BEVERAGES,2.4,Tuesday,1.4816666666666667,3.0,9.0,True,True
0.48888888888888893,6.67,Patchy rain possible,DRINKS_BEVERAGES,2.4,Tuesday,0.45694444444444443,2.0,12.0,False,False
0.3314893617021276,15.71,Patchy rain possible,SWEET_TREATS_DESSERTS,2.4,Tuesday,1.3683333333333334,4.0,9.0,True,True
0.335632183908046,14.45,Patchy rain possible,BREAKFAST_ITEMS,2.4,Tuesday,4.245,1.0,16.0,False,False
0.38589420654911843,12.19,Patchy rain possible,SWEET_TREATS_DESSERTS,3.7,Wednesday,2.876388888888889,1.0,21.0,False,False
0.4906666666666667,1.91,Patchy rain possible,READY_MEALS_HOT_FOOD,3.1,Thursday,3.626388888888889,1.0,21.0,True,True
0.2826666666666667,2.69,Patchy rain possible,READY_MEALS_HOT_FOOD,4.8,Wednesday,2.8333333333333335,1.0,21.0,True,True
0.539879759519038,11.48,Patchy rain possible,SWEET_TREATS_DESSERTS,2.4,Tuesday,0.2225,3.0,16.0,True,True
0.5918465227817746,8.51,Patchy rain possible,SWEET_TREATS_DESSERTS,4.9,Friday,4.101388888888889,1.0,20.0,True,True
0.5474576271186441,5.34,Partly cloudy,DRINKS_BEVERAGES,0.1,Sunday,0.5897222222222223,2.0,19.0,True,True
0.33916666666666667,15.86,Light rain shower,SNACKS_SAVOURY_ITEMS,5.8,Thursday,2.1686111111111113,1.0,13.0,False,False
0.5915966386554622,2.43,Moderate or heavy snow showers,READY_MEALS_HOT_FOOD,0.8,Saturday,3.2266666666666666,2.0,19.0,True,False
0.3551002987622706,15.11,Patchy rain possible,SNACKS_SAVOURY_ITEMS,2.4,Saturday,2.2591666666666668,1.0,12.0,True,True
