bundle_id,vendor_id,name,description,retail_price,price,category,posting_time,collection_start,collection_end
6d1fff6c-3f27-4ddf-96c5-9fc4e402d202,0085a9a8-b124-44e7-8cb3-141046bc183e,Blackbean Cafe Drinks & Beverages Bundle,Drinks & Beverages bundle from Blackbean Cafe. Contains 2 product(s).,19.6,5.79,DRINKS_BEVERAGES,2025-06-25T09:07:29,2025-06-25T15:00:00,2025-06-25T16:00:00
0bc9df6e-edb8-4535-97a6-8b0b7e18acc9,fa4c555e-72f6-4d8c-8ab2-8b9f2a592993,TSB Drinks & Beverages Bundle,Drinks & Beverages bundle from TSB. Contains 2 product(s).,22.35,15.47,DRINKS_BEVERAGES,2025-12-30T06:58:07,2025-12-30T10:00:00,2025-12-30T11:00:00
5ea1d080-6bf9-4804-b2a7-6d775e25ca73,1a07fa2b-b9e1-44cc-938c-88534eacef52,Azure Bakery Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from Azure Bakery. Contains 2 product(s).,15.95,7.65,SWEET_TREATS_DESSERTS,2025-07-20T10:42:34,2025-07-20T11:00:00,2025-07-20T12:00:00
e939deb3-c7cc-491a-922d-ca9b8cbdc762,224ac6b1-9c09-4247-bb31-1f3a65903eb3,Juice Junction Drinks & Beverages Bundle,Drinks & Beverages bundle from Juice Junction. Contains 2 product(s).,22.35,7.49,DRINKS_BEVERAGES,2025-10-19T11:23:07,2025-10-19T14:00:00,2025-10-19T15:00:00
1a176d28-8a0e-4939-a114-3c5a3ef8c453,dfc9a97b-0ac4-43cf-9169-040389892f81,The Bladebone Ready Meals & Hot Food Bundle,Ready Meals & Hot Food bundle from The Bladebone. Contains 1 product(s).,25.0,7.82,READY_MEALS_HOT_FOOD,2025-05-25T19:12:16,2025-05-25T21:00:00,2025-05-25T22:00:00
f702d7fc-2192-4eeb-9483-0ae5fef6d479,3cdd20b4-f7cd-40a4-8004-f816ec230b1a,Delectable Deserts Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from Delectable Deserts. Contains 1 product(s).,15.9,6.1,SWEET_TREATS_DESSERTS,2025-08-22T19:06:04,2025-08-22T20:00:00,2025-08-22T21:00:00
fb1296f7-a3e6-444e-817c-748476e904e6,9ab7d98a-a260-46ec-8aab-d3235a493e22,Coffee & Go Ready Meals & Hot Food Bundle,Ready Meals & Hot Food bundle from Coffee & Go. Contains 3 product(s).,22.0,5.74,READY_MEALS_HOT_FOOD,2025-03-28T15:06:28,2025-03-28T16:00:00,2025-03-28T17:00:00
0a9f2aa1-29d6-4af9-b89f-4eee3c41905e,8da7113a-8d38-4500-bc1d-2280b1ae3ce2,Bean & Brew Breakfast Items Bundle,Breakfast Items bundle from Bean & Brew. Contains 3 product(s).,24.3,16.34,BREAKFAST_ITEMS,2025-10-18T09:06:09,2025-10-18T11:00:00,2025-10-18T15:00:00
80e4a6ab-bb03-463e-b4a3-a9a276470669,224ac6b1-9c09-4247-bb31-1f3a65903eb3,Juice Junction Drinks & Beverages Bundle,Drinks & Beverages bundle from Juice Junction. Contains 1 product(s).,7.45,2.18,DRINKS_BEVERAGES,2025-07-23T06:33:51,2025-07-23T07:00:00,2025-07-23T11:00:00
8e00b456-0299-40cb-a936-e2abe4eff311,046a72cd-ba93-439a-9d76-80adb8250be0,Fresh Harvest Drinks & Beverages Bundle,Drinks & Beverages bundle from Fresh Harvest. Contains 3 product(s).,20.0,11.07,DRINKS_BEVERAGES,2025-02-01T20:20:18,2025-02-01T21:00:00,2025-02-01T22:00:00
d8c1b185-3609-477c-b8a9-0d589f25f49c,046a72cd-ba93-439a-9d76-80adb8250be0,Fresh Harvest Breakfast Items Bundle,Breakfast Items bundle from Fresh Harvest. Contains 5 product(s).,22.83,9.6,BREAKFAST_ITEMS,2025-06-18T10:43:52,2025-06-18T20:00:00,2025-06-18T21:00:00
adbe220f-16f6-4301-861d-61a47868250d,fa4c555e-72f6-4d8c-8ab2-8b9f2a592993,TSB Drinks & Beverages Bundle,Drinks & Beverages bundle from TSB. Contains 1 product(s).,22.35,12.53,DRINKS_BEVERAGES,2025-10-20T08:45:44,2025-10-20T14:00:00,2025-10-20T16:00:00
50fc4d1c-a3da-4f83-8690-9578146188be,1a07fa2b-b9e1-44cc-938c-88534eacef52,Azure Bakery Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from Azure Bakery. Contains 2 product(s).,12.95,5.39,SWEET_TREATS_DESSERTS,2025-07-27T10:18:54,2025-07-27T11:00:00,2025-07-27T12:00:00
1ddc62b1-a86c-4285-ac25-55577c131dd7,517f0db2-bb8d-4b33-a1d5-ca8ada4dc130,Jamie's Bakery Snacks & Savoury Items Bundle,Snacks & Savoury Items bundle from Jamie's Bakery. Contains 2 product(s).,6.25,4.19,SNACKS_SAVOURY_ITEMS,2025-10-08T07:51:56,2025-10-08T09:00:00,2025-10-08T12:00:00
a5a2b69b-6928-4455-8c9c-ce721ab175ff,046a72cd-ba93-439a-9d76-80adb8250be0,Fresh Harvest Fruit & Vegetables Bundle,Fruit & Vegetables bundle from Fresh Harvest. Contains 2 product(s).,3.78,2.65,FRUIT_VEGETABLES,2025-12-09T09:45:02,2025-12-09T19:00:00,2025-12-09T22:00:00
b60c8548-2e3e-4fdf-9670-82227b067e7f,b2a96f86-86a1-4b87-b406-23e8d789c14b,Grill King Drinks & Beverages Bundle,Drinks & Beverages bundle from Grill King. Contains 4 product(s).,23.6,9.61,DRINKS_BEVERAGES,2025-09-22T09:53:13,2025-09-22T16:00:00,2025-09-22T17:00:00
9bb40f58-6bef-4e07-8145-abc04832168c,4d70cd26-6337-45aa-8a8e-6ee2a45c9267,Oaktree Foods Breakfast Items Bundle,Breakfast Items bundle from Oaktree Foods. Contains 2 product(s).,10.8,3.74,BREAKFAST_ITEMS,2025-03-30T14:11:35,2025-03-30T15:00:00,2025-03-30T16:00:00
b9554dec-ba3d-4276-962c-4d5ee7cb1cad,1a07fa2b-b9e1-44cc-938c-88534eacef52,Azure Bakery Bread & Baked Goods Bundle,Bread & Baked Goods bundle from Azure Bakery. Contains 2 product(s).,20.6,13.78,BREAD_BAKED_GOODS,2025-10-14T12:42:50,2025-10-14T13:00:00,2025-10-14T15:00:00
2f042f9e-8ad8-4af4-b5a7-1a616e33da2e,2f2530fe-56a0-4069-b06d-83a578929129,Greenfield Market Breakfast Items Bundle,Breakfast Items bundle from Greenfield Market. Contains 1 product(s).,10.62,5.33,BREAKFAST_ITEMS,2025-06-20T12:48:36,2025-06-20T15:00:00,2025-06-20T16:00:00
365a49ae-c744-4d54-ab08-213b42d41da4,ba358b7b-355f-4942-b1c5-222a5b8efef0,MeadowMart Vegan & Vegetarian Bundle,Vegan & Vegetarian bundle from MeadowMart. Contains 1 product(s).,6.45,3.8,VEGAN_VEGETARIAN,2025-07-07T07:37:45,2025-07-07T12:00:00,2025-07-07T18:00:00
de2a7fa8-5635-4ad2-9aa0-e4507b1d1744,9ab7d98a-a260-46ec-8aab-d3235a493e22,Coffee & Go Snacks & Savoury Items Bundle,Snacks & Savoury Items bundle from Coffee & Go. Contains 8 product(s).,24.91,15.64,SNACKS_SAVOURY_ITEMS,2026-01-06T10:20:12,2026-01-06T12:00:00,2026-01-06T13:00:00
d8e6aec5-6b51-4ec5-8885-98668fde3721,1a07fa2b-b9e1-44cc-938c-88534eacef52,Azure Bakery Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from Azure Bakery. Contains 3 product(s).,22.3,15.3,SWEET_TREATS_DESSERTS,2025-12-01T08:31:16,2025-12-01T09:00:00,2025-12-01T12:00:00
2aa6ad06-d6a1-4d59-a07a-d53f427ccb71,c3d3af36-d366-482c-944f-ee9d88205a02,Grab & Go Drinks & Beverages Bundle,Drinks & Beverages bundle from Grab & Go. Contains 1 product(s).,5.9,2.58,DRINKS_BEVERAGES,2025-05-19T11:03:30,2025-05-19T17:00:00,2025-05-19T21:00:00
fb4baf78-18d5-4227-8d21-237dff1ff4c7,f8f749f2-068d-4027-be98-02090d4f36fe,Morning Start Cafe Drinks & Beverages Bundle,Drinks & Beverages bundle from Morning Start Cafe. Contains 2 product(s).,22.0,14.8,DRINKS_BEVERAGES,2025-05-01T12:46:45,2025-05-01T14:00:00,2025-05-01T17:00:00
caf14ad4-559d-4e8f-9f48-6c17114218cd,224ac6b1-9c09-4247-bb31-1f3a65903eb3,Juice Junction Drinks & Beverages Bundle,Drinks & Beverages bundle from Juice Junction. Contains 2 product(s).,22.35,10.44,DRINKS_BEVERAGES,2025-09-15T09:54:58,2025-09-15T11:00:00,2025-09-15T13:00:00
da626537-f6ce-417f-851a-1bb36d4cf65c,953b29b3-d8c6-42da-a4ea-fa6732d705a5,Al's Desserts Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from Al's Desserts. Contains 1 product(s).,7.95,4.89,SWEET_TREATS_DESSERTS,2025-11-05T15:23:35,2025-11-05T17:00:00,2025-11-05T18:00:00
58014b4f-08f9-42a5-bd1d-53c1613b2ddf,e27daa6e-3e67-4d51-8ac0-cc73c621fd40,The Royal Oak Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from The Royal Oak. Contains 1 product(s).,20.85,7.93,SWEET_TREATS_DESSERTS,2025-03-03T17:18:58,2025-03-03T19:00:00,2025-03-03T22:00:00
a14fc3c2-d9b7-438c-bd2e-31866b9061ab,c3d3af36-d366-482c-944f-ee9d88205a02,Grab & Go Drinks & Beverages Bundle,Drinks & Beverages bundle from Grab & Go. Contains 1 product(s).,8.85,2.49,DRINKS_BEVERAGES,2025-06-05T19:36:32,2025-06-05T20:00:00,2025-06-05T21:00:00
9097c4f0-7b9a-455b-bdf3-3f618debae79,92233ce5-e0d1-47b1-9722-00d0c4d9996c,Riverbank Supermarket Snacks & Savoury Items Bundle,Snacks & Savoury Items bundle from Riverbank Supermarket. Contains 1 product(s).,2.2,0.73,SNACKS_SAVOURY_ITEMS,2025-10-16T12:39:48,2025-10-16T18:00:00,2025-10-16T19:00:00
102ddda4-9331-4acb-aa06-61ea088b3b62,046a72cd-ba93-439a-9d76-80adb8250be0,Fresh Harvest Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from Fresh Harvest. Contains 2 product(s).,10.35,6.22,SWEET_TREATS_DESSERTS,2025-04-04T18:31:55,2025-04-04T20:00:00,2025-04-04T22:00:00
5d94efa0-ad01-45b1-b696-b4908e1bef34,1a07fa2b-b9e1-44cc-938c-88534eacef52,Azure Bakery Bread & Baked Goods Bundle,Bread & Baked Goods bundle from Azure Bakery. Contains 1 product(s).,10.2,2.98,BREAD_BAKED_GOODS,2025-06-09T06:03:29,2025-06-09T10:00:00,2025-06-09T14:00:00
f89eb796-558c-4792-9ee5-18ac0b6b551f,fa4c555e-72f6-4d8c-8ab2-8b9f2a592993,TSB Drinks & Beverages Bundle,Drinks & Beverages bundle from TSB. Contains 2 product(s).,22.35,15.35,DRINKS_BEVERAGES,2025-09-29T09:09:11,2025-09-29T13:00:00,2025-09-29T16:00:00
8246fc5f-3ea9-4f10-a6f7-631903adbcc9,92233ce5-e0d1-47b1-9722-00d0c4d9996c,Riverbank Supermarket Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from Riverbank Supermarket. Contains 3 product(s).,10.78,4.98,SWEET_TREATS_DESSERTS,2025-04-16T10:43:41,2025-04-16T11:00:00,2025-04-16T18:00:00
3e59f310-2efd-4f7f-b350-35f93264406e,8da7113a-8d38-4500-bc1d-2280b1ae3ce2,Bean & Brew Drinks & Beverages Bundle,Drinks & Beverages bundle from Bean & Brew. Contains 1 product(s).,8.7,6.38,DRINKS_BEVERAGES,2025-03-27T12:13:36,2025-03-27T13:00:00,2025-03-27T14:00:00
5da59ed5-c264-414f-862e-7e883bd2e4da,1a07fa2b-b9e1-44cc-938c-88534eacef52,Azure Bakery Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from Azure Bakery. Contains 1 product(s).,11.1,5.24,SWEET_TREATS_DESSERTS,2025-10-30T06:54:26,2025-10-30T07:00:00,2025-10-30T08:00:00
12e6f05d-be47-454d-826d-e02afcfc5721,4d70cd26-6337-45aa-8a8e-6ee2a45c9267,Oaktree Foods Bread & Baked Goods Bundle,Bread & Baked Goods bundle from Oaktree Foods. Contains 3 product(s).,5.92,4.39,BREAD_BAKED_GOODS,2025-09-16T16:27:35,2025-09-16T17:00:00,2025-09-16T21:00:00
09071deb-6f70-4e12-896c-9e77e90b7d49,22c4d814-1516-45f9-9354-3640c8e65f07,The Bull Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from The Bull. Contains 1 product(s).,13.9,4.84,SWEET_TREATS_DESSERTS,2025-12-11T17:01:48,2025-12-11T21:00:00,2025-12-11T22:00:00
31e70f70-3092-4f0e-9caf-4c72cdd41907,412bf86d-6c5e-40b4-94ac-403cc110a119,Twins Breakfast Bar Breakfast Items Bundle,Breakfast Items bundle from Twins Breakfast Bar. Contains 2 product(s).,18.45,9.78,BREAKFAST_ITEMS,2025-04-14T10:31:36,2025-04-14T11:00:00,2025-04-14T12:00:00
fa9434a0-01d8-4e4b-ba75-382e973cf99a,224ac6b1-9c09-4247-bb31-1f3a65903eb3,Juice Junction Drinks & Beverages Bundle,Drinks & Beverages bundle from Juice Junction. Contains 2 product(s).,22.35,11.61,DRINKS_BEVERAGES,2025-11-18T14:44:51,2025-11-18T15:00:00,2025-11-18T17:00:00
ed025350-46a1-4074-bac6-6c0575642252,56950fba-9693-4032-a977-f931c78ac77d,Sweat Rings Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from Sweat Rings. Contains 1 product(s).,9.5,3.31,SWEET_TREATS_DESSERTS,2025-08-15T19:09:50,2025-08-15T20:00:00,2025-08-15T21:00:00
99731336-ecdc-4f8c-8285-448449552ce2,22c4d814-1516-45f9-9354-3640c8e65f07,The Bull Vegan & Vegetarian Bundle,Vegan & Vegetarian bundle from The Bull. Contains 1 product(s).,22.0,9.35,VEGAN_VEGETARIAN,2025-03-21T17:11:49,2025-03-21T21:00:00,2025-03-21T22:00:00
f5debad6-0047-4e02-b329-d6a006e7c0ff,fa4c555e-72f6-4d8c-8ab2-8b9f2a592993,TSB Drinks & Beverages Bundle,Drinks & Beverages bundle from TSB. Contains 1 product(s).,7.45,3.68,DRINKS_BEVERAGES,2025-06-03T10:32:51,2025-06-03T12:00:00,2025-06-03T14:00:00
d095b4bc-4b8d-413a-9d2e-b2a1c9563892,046a72cd-ba93-439a-9d76-80adb8250be0,Fresh Harvest Vegan & Vegetarian Bundle,Vegan & Vegetarian bundle from Fresh Harvest. Contains 3 product(s).,20.5,7.4,VEGAN_VEGETARIAN,2025-12-03T10:43:23,2025-12-03T18:00:00,2025-12-03T22:00:00
806ff161-c8ca-4b19-82cf-b99a0a600889,fa4c555e-72f6-4d8c-8ab2-8b9f2a592993,TSB Drinks & Beverages Bundle,Drinks & Beverages bundle from TSB. Contains 1 product(s).,7.45,3.37,DRINKS_BEVERAGES,2025-03-18T06:16:29,2025-03-18T11:00:00,2025-03-18T14:00:00
af3681ff-e83a-4ed8-bf1b-523cff612afc,92233ce5-e0d1-47b1-9722-00d0c4d9996c,Riverbank Supermarket Bread & Baked Goods Bundle,Bread & Baked Goods bundle from Riverbank Supermarket. Contains 1 product(s).,1.5,0.98,BREAD_BAKED_GOODS,2025-05-15T19:46:36,2025-05-15T21:00:00,2025-05-15T22:00:00
c36fd4f5-8e8b-40e9-a1ff-93e8a37f3325,dfc9a97b-0ac4-43cf-9169-040389892f81,The Bladebone Vegan & Vegetarian Bundle,Vegan & Vegetarian bundle from The Bladebone. Contains 1 product(s).,23.0,15.49,VEGAN_VEGETARIAN,2025-03-26T18:35:27,2025-03-26T21:00:00,2025-03-26T22:00:00
a75bb7cd-13f9-46f9-b4e9-eb116e3717b4,fa4c555e-72f6-4d8c-8ab2-8b9f2a592993,TSB Drinks & Beverages Bundle,Drinks & Beverages bundle from TSB. Contains 2 product(s).,14.9,5.13,DRINKS_BEVERAGES,2026-01-14T07:25:39,2026-01-14T14:00:00,2026-01-14T15:00:00
2140668c-a9b8-42d8-8879-f987afec1c9e,046a72cd-ba93-439a-9d76-80adb8250be0,Fresh Harvest Drinks & Beverages Bundle,Drinks & Beverages bundle from Fresh Harvest. Contains 4 product(s).,24.25,9.57,DRINKS_BEVERAGES,2025-06-25T19:07:14,2025-06-25T21:00:00,2025-06-25T22:00:00
79e08499-11f0-4c77-b1d6-7749ca7d65f3,0085a9a8-b124-44e7-8cb3-141046bc183e,Blackbean Cafe Ready Meals & Hot Food Bundle,Ready Meals & Hot Food bundle from Blackbean Cafe. Contains 2 product(s).,22.5,16.86,READY_MEALS_HOT_FOOD,2025-03-22T09:52:14,2025-03-22T13:00:00,2025-03-22T14:00:00
58e8bf95-d241-4972-85ae-2e6d1ab30638,c3d3af36-d366-482c-944f-ee9d88205a02,Grab & Go Ready Meals & Hot Food Bundle,Ready Meals & Hot Food bundle from Grab & Go. Contains 2 product(s).,21.8,10.48,READY_MEALS_HOT_FOOD,2025-06-22T10:37:28,2025-06-22T20:00:00,2025-06-22T22:00:00
84fb69e9-27ab-404f-9ce9-a382d73dc1b1,b2a96f86-86a1-4b87-b406-23e8d789c14b,Grill King Ready Meals & Hot Food Bundle,Ready Meals & Hot Food bundle from Grill King. Contains 1 product(s).,11.9,6.15,READY_MEALS_HOT_FOOD,2025-11-27T16:56:54,2025-11-27T20:00:00,2025-11-27T22:00:00
d6ea897b-9eb0-4e71-800c-256db0fba440,92233ce5-e0d1-47b1-9722-00d0c4d9996c,Riverbank Supermarket Drinks & Beverages Bundle,Drinks & Beverages bundle from Riverbank Supermarket. Contains 1 product(s).,7.0,2.54,DRINKS_BEVERAGES,2025-04-09T14:48:57,2025-04-09T21:00:00,2025-04-09T22:00:00
64cc2b06-3bc6-4774-abc5-560cf5662cc2,dfc9a97b-0ac4-43cf-9169-040389892f81,The Bladebone Vegan & Vegetarian Bundle,Vegan & Vegetarian bundle from The Bladebone. Contains 1 product(s).,22.0,10.39,VEGAN_VEGETARIAN,2025-12-31T19:26:50,2025-12-31T20:00:00,2025-12-31T21:00:00
5f2c7851-f418-460b-a4f3-ee7051285b04,3cdd20b4-f7cd-40a4-8004-f816ec230b1a,Delectable Deserts Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from Delectable Deserts. Contains 1 product(s).,20.85,10.38,SWEET_TREATS_DESSERTS,2025-11-14T15:23:24,2025-11-14T19:00:00,2025-11-14T20:00:00
47b11808-45a6-428f-9bf3-5f53383315df,f8f749f2-068d-4027-be98-02090d4f36fe,Morning Start Cafe Drinks & Beverages Bundle,Drinks & Beverages bundle from Morning Start Cafe. Contains 3 product(s).,17.8,6.76,DRINKS_BEVERAGES,2025-05-20T07:38:59,2025-05-20T11:00:00,2025-05-20T16:00:00
5b3fce62-2c58-41b6-988c-46c52f8fc334,046a72cd-ba93-439a-9d76-80adb8250be0,Fresh Harvest Bread & Baked Goods Bundle,Bread & Baked Goods bundle from Fresh Harvest. Contains 4 product(s).,10.85,7.07,BREAD_BAKED_GOODS,2025-12-22T20:21:34,2025-12-22T21:00:00,2025-12-22T22:00:00
0bff258b-acd4-4f67-ac06-6b29cadf7f85,2f2530fe-56a0-4069-b06d-83a578929129,Greenfield Market Drinks & Beverages Bundle,Drinks & Beverages bundle from Greenfield Market. Contains 6 product(s).,24.5,8.77,DRINKS_BEVERAGES,2025-09-26T10:39:12,2025-09-26T15:00:00,2025-09-26T17:00:00
b6a789bb-0d18-4da9-b649-84062a0348c2,3cdd20b4-f7cd-40a4-8004-f816ec230b1a,Delectable Deserts Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from Delectable Deserts. Contains 1 product(s).,13.9,6.34,SWEET_TREATS_DESSERTS,2025-03-13T16:59:47,2025-03-13T19:00:00,2025-03-13T20:00:00
e5ccb663-0123-4793-878d-95e02e895686,b2a96f86-86a1-4b87-b406-23e8d789c14b,Grill King Ready Meals & Hot Food Bundle,Ready Meals & Hot Food bundle from Grill King. Contains 2 product(s).,20.8,6.95,READY_MEALS_HOT_FOOD,2025-03-07T19:41:33,2025-03-07T21:00:00,2025-03-07T22:00:00
2ff0875d-c1be-4783-837c-3080fe6bac4c,80c0fe78-5e8d-4a07-a571-11013f3dac9c,Willow's Vegan & Vegetarian Bundle,Vegan & Vegetarian bundle from Willow's. Contains 1 product(s).,14.5,7.71,VEGAN_VEGETARIAN,2025-09-29T09:40:32,2025-09-29T11:00:00,2025-09-29T12:00:00
0962a470-fedd-4f49-8061-add3a4e32872,412bf86d-6c5e-40b4-94ac-403cc110a119,Twins Breakfast Bar Vegan & Vegetarian Bundle,Vegan & Vegetarian bundle from Twins Breakfast Bar. Contains 1 product(s).,17.9,8.23,VEGAN_VEGETARIAN,2025-05-30T08:36:16,2025-05-30T11:00:00,2025-05-30T12:00:00
1ea0f475-e862-4554-be41-fe21c4d57084,1a07fa2b-b9e1-44cc-938c-88534eacef52,Azure Bakery Bread & Baked Goods Bundle,Bread & Baked Goods bundle from Azure Bakery. Contains 3 product(s).,23.9,9.78,BREAD_BAKED_GOODS,2025-12-15T11:57:10,2025-12-15T13:00:00,2025-12-15T14:00:00
aeb24a67-acef-4eec-a119-e53485973657,dfc9a97b-0ac4-43cf-9169-040389892f81,The Bladebone Ready Meals & Hot Food Bundle,Ready Meals & Hot Food bundle from The Bladebone. Contains 1 product(s).,20.95,12.75,READY_MEALS_HOT_FOOD,2025-03-22T17:23:56,2025-03-22T20:00:00,2025-03-22T22:00:00
40fbe81b-7c39-45f0-8ab9-dd58c9794b55,4d70cd26-6337-45aa-8a8e-6ee2a45c9267,Oaktree Foods Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from Oaktree Foods. Contains 2 product(s).,5.88,2.33,SWEET_TREATS_DESSERTS,2026-01-06T17:01:25,2026-01-06T19:00:00,2026-01-06T22:00:00
69e9a664-1c7d-4b21-b3d0-36d3f66d6ae8,80c0fe78-5e8d-4a07-a571-11013f3dac9c,Willow's Drinks & Beverages Bundle,Drinks & Beverages bundle from Willow's. Contains 1 product(s).,14.85,10.46,DRINKS_BEVERAGES,2025-11-09T09:18:57,2025-11-09T11:00:00,2025-11-09T14:00:00
d60fa907-252e-44b1-99e0-4a908778ce0c,22c4d814-1516-45f9-9354-3640c8e65f07,The Bull Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from The Bull. Contains 2 product(s).,20.85,13.55,SWEET_TREATS_DESSERTS,2025-02-12T20:23:37,2025-02-12T21:00:00,2025-02-12T22:00:00
035adb28-7b8a-4ff1-ab9e-1b3c7e7da6f2,ba358b7b-355f-4942-b1c5-222a5b8efef0,MeadowMart Fruit & Vegetables Bundle,Fruit & Vegetables bundle from MeadowMart. Contains 5 product(s).,13.96,6.84,FRUIT_VEGETABLES,2025-03-10T16:41:14,2025-03-10T18:00:00,2025-03-10T20:00:00
9ed8605a-dc1d-4283-a81e-1581d9fce280,517f0db2-bb8d-4b33-a1d5-ca8ada4dc130,Jamie's Bakery Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from Jamie's Bakery. Contains 5 product(s).,24.45,9.62,SWEET_TREATS_DESSERTS,2026-01-08T10:34:42,2026-01-08T12:00:00,2026-01-08T13:00:00
04ab763d-e7c4-4af5-b8ef-4d0975261750,22c4d814-1516-45f9-9354-3640c8e65f07,The Bull Vegan & Vegetarian Bundle,Vegan & Vegetarian bundle from The Bull. Contains 1 product(s).,22.0,11.86,VEGAN_VEGETARIAN,2025-04-09T20:30:35,2025-04-09T21:00:00,2025-04-09T22:00:00
f61da8d9-81f1-419e-85ca-c170d4a5d0e4,92233ce5-e0d1-47b1-9722-00d0c4d9996c,Riverbank Supermarket Breakfast Items Bundle,Breakfast Items bundle from Riverbank Supermarket. Contains 3 product(s).,14.45,5.8,BREAKFAST_ITEMS,2025-08-06T08:05:24,2025-08-06T18:00:00,2025-08-06T21:00:00
b4758a12-1a8a-457e-a645-f53db1ac3ac1,046a72cd-ba93-439a-9d76-80adb8250be0,Fresh Harvest Bread & Baked Goods Bundle,Bread & Baked Goods bundle from Fresh Harvest. Contains 1 product(s).,2.0,1.36,BREAD_BAKED_GOODS,2025-12-21T12:31:34,2025-12-21T14:00:00,2025-12-21T15:00:00
