reservation_id,bundle_id,user_id,amount_due,reservation_time,collection_time,collection_status
fc9b876c-9f28-45f6-a40c-abfa320e4e92,4482b2b7-4121-499e-8060-75b71ee0d581,87153983-50de-4b10-8eab-5e58012f71e2,7.82,2025-05-25T20:39:32.532120,2025-05-25T21:30:00.043644,COLLECTED
9d8fd9f9-ffea-472a-a70e-90225b335cec,84821072-d9ec-42a0-a780-04b264bad584,15962eb4-e666-4481-8222-6c588d4aee40,6.1,2025-08-22T19:07:49.865030,2025-08-22T20:01:32.667404,COLLECTED
64fc2767-2243-4be8-a701-5290cca57db4,6cb63566-2ecb-434f-9608-dbd14d5d2fc5,b184ca70-1c90-4fe5-a479-9e25ddffa248,5.74,2025-03-28T15:47:47.402469,2025-03-28T16:06:09.407444,NO_SHOW
5dacbc4c-e292-4b78-9c1c-4e7434cb471a,2ba37992-d519-44ec-ad58-b9249401fd25,e9ade865-d1df-49af-9070-d5ceebfe63a0,16.34,2025-10-18T10:26:36.138064,2025-10-18T12:44:02.146820,COLLECTED
bbee0592-d62e-4657-822c-5c1de9d5822b,51cc8b33-658c-4ff6-88c9-6eda77dd50f1,3dcae7f9-2591-4322-bedd-db7ffbee31d9,2.18,2025-07-23T06:44:34.915542,2025-07-23T08:50:13.373355,COLLECTED
0fa4a6ec-e77f-4ec5-9ee9-9baa95aeec32,7f49e467-9a00-42f2-a51e-20460c42fb36,b1eddb4f-f330-4453-b60b-040f9cf13c62,9.6,2025-06-18T15:11:22.825699,2025-06-18T20:57:21.210758,COLLECTED
b72758e8-d695-4563-b4d1-51d0ffb1aa30,7c38710c-9b77-467c-aeab-8f26c598b88b,e9ade865-d1df-49af-9070-d5ceebfe63a0,5.39,2025-07-27T10:49:39.869492,2025-07-27T11:54:43.350812,COLLECTED
aae8b1a1-ef5a-4386-96cb-42903b72315c,09efd5b8-542d-4c7d-9a69-498e87442ab4,568af656-2762-499e-80a1-a1bc5e7b7a24,4.19,2025-10-08T10:22:38.697052,2025-10-08T10:40:07.444642,COLLECTED
befd2586-a86d-4470-be0b-36982bb2ed21,b6d48797-4b6e-4f36-b8a8-b12577672518,af58bff8-c367-40f8-89fe-2f3e9abb7e08,2.65,2025-12-09T16:42:53.384184,2025-12-09T21:57:05.202747,COLLECTED
32927291-7aa3-43ed-b763-91ac73e2ed58,006ff071-50cf-47a9-bd8b-0e7b6842833b,feb07d6d-f203-4743-9e37-53308af704ea,9.61,2025-09-22T11:51:29.298568,2025-09-22T16:47:14.647688,COLLECTED
495d7e26-9f31-4588-8cb5-fe25aca7a32b,25402f31-ab43-4d23-b8d4-013ec8b3114e,ca75f37f-5c1f-4539-baee-8141e0a72598,3.74,2025-03-30T14:49:33.028303,2025-03-30T15:30:07.926316,COLLECTED
39f51472-b71b-4595-8a07-073b476760ac,5e818514-999a-4a1c-b22c-81bbdc023e4b,6e955041-8941-494f-80a8-020a7f4cc453,5.33,2025-06-20T14:25:40.820012,2025-06-20T15:26:55.669378,COLLECTED
27a8b845-5225-48cd-aa0b-4fbd89ae92fd,43d35a22-6614-4fc8-ae83-42535eaeef6c,80bbdea1-e732-49fb-8fd9-9205dfd9f340,3.8,2025-07-07T16:28:27.590012,2025-07-07T17:15:37.125902,COLLECTED
0e981ca4-5450-4eb5-ac4a-e5952b6675f4,7bfada1c-1f79-4555-8389-9fa8e6d0137a,e98c7137-9166-42bd-880a-a12180eb0861,2.58,2025-05-19T11:05:28.847601,2025-05-19T17:06:32.537334,COLLECTED
c8ada325-a677-4f51-830f-249a7c3b2a7b,8e4be6e3-c280-4051-ba01-64644b762115,38bdc608-2bd2-4673-a134-bfbc71bb7dae,14.8,2025-05-01T13:33:22.074521,2025-05-01T15:18:21.013123,COLLECTED
ead45132-83a3-4f36-843c-77ca1261f96f,318d2219-8bcf-420d-a47f-4b4a50100935,53da8491-400d-4e96-b3a4-d57510a6fea1,10.44,2025-09-15T11:49:59.345681,2025-09-15T12:57:20.323462,COLLECTED
28286bdc-02a7-4caa-bf15-3c3df8991adb,b9caf7e0-2df5-40d5-b719-a00a865f5f80,65f76e9d-1022-4f03-b2e1-d3a907fd2f72,4.89,2025-11-05T15:32:32.265557,2025-11-05T17:24:17.029119,COLLECTED
35095e88-8777-4cab-b4f3-55d590fffb64,beb59101-83d0-4cee-8e2e-787406d3274a,86a93ee3-b8e1-4801-9a90-e1d097074821,7.93,2025-03-03T18:40:24.650563,2025-03-03T21:12:27.021420,COLLECTED
f2d07603-bf47-4b14-82e3-ef1026bbc485,491ebfb6-60c8-473b-a0e7-5d087aa7ce31,d3d9c1db-eb43-4a42-979e-1e6acf6d1dd7,2.49,2025-06-05T19:40:10.837199,2025-06-05T20:01:51.222727,NO_SHOW
7411bc7a-02dd-48b1-b667-e4fa83d3d14c,0aa6d8fa-4bb8-4556-8ae8-5ef1953fc30f,6c16c7e1-ce96-4ecf-b92e-82cf59ec1ee8,0.73,2025-10-16T15:31:05.148443,2025-10-16T18:47:20.818197,COLLECTED
da3e3b42-3efb-427c-9025-08af2f43f3f5,fadc33d5-6b98-4797-9699-88eaf312ee66,e2afa309-a8ff-48f4-a7c5-f42159a29737,6.22,2025-04-04T18:59:53.715137,2025-04-04T20:32:29.018540,COLLECTED
5abf3547-4ef5-45e3-903e-17250bbfa350,d6953b9d-5144-450c-ae6d-4b773017a348,af58bff8-c367-40f8-89fe-2f3e9abb7e08,2.98,2025-06-09T10:22:36.111693,2025-06-09T10:49:42.951291,COLLECTED
3ae3c7dc-6a4b-4617-afaf-37c9926bdf41,b76b516d-3172-485f-83c7-0ba0b1cdb544,32643f6e-7b36-45fc-be5c-8062e5cd64fc,15.35,2025-09-29T12:32:53.798709,2025-09-29T13:12:54.707156,COLLECTED
1996170a-2816-4715-a78f-de9eec137dfb,0b207510-343f-46ed-9f16-9fa2a54e41ee,62b57d0b-eafd-4cd3-b118-fa9601a0467d,4.98,2025-04-16T11:37:02.897151,2025-04-16T12:11:43.186287,COLLECTED
057e237f-7252-4595-a215-d65472863057,f73adc61-62a0-42e0-a197-62050d8485f8,83b1a443-813a-44f8-a662-fa0e92dd08b3,4.84,2025-12-11T18:57:59.963643,2025-12-11T21:26:37.280775,COLLECTED
8ff699cc-4f60-44b7-b9a0-5312f60bc17a,40182c16-6915-4fd6-bdc8-ac062e32dae0,8458c2bf-b8bb-48b2-9789-5050c26fd027,3.31,2025-08-15T19:21:05.245973,2025-08-15T20:57:49.963325,COLLECTED
46d97de6-ffcc-4b2c-b392-a6e713e5c874,d21e8664-f9f9-4235-9b1b-0d251bca17c2,cd369bda-2f1c-488a-b78f-18233e1bb2aa,9.35,2025-03-21T18:50:29.734544,2025-03-21T21:13:13.366810,NO_SHOW
9a084135-d05c-4ea8-bac8-3416c6fa5c3d,1bfc878c-0b54-4526-bd89-94fe5da83155,169f4507-be5e-4a32-add9-6f60aa238531,3.68,2025-06-03T11:21:46.773115,2025-06-03T13:00:05.093004,COLLECTED
b4cf7e9a-2a1b-4389-8ff1-7b16d176bcd0,8b506887-df33-44dd-8a92-24c3aa3a8d6d,9388d7e0-ee9d-4de5-bb89-ed3ff7fb2d85,7.4,2025-12-03T13:17:27.673249,2025-12-03T19:50:18.700374,COLLECTED
89b2e625-0884-4008-8d60-09773a16a602,e9f1e510-09a2-4adc-bdcf-5f61f70f1920,076c62a1-18b2-497a-a33c-248a9a53f909,3.37,2025-03-18T09:00:55.923101,2025-03-18T13:05:47.722228,COLLECTED
88d46f48-6b91-4065-8a37-071f904888c3,2cdf27d6-b9ed-468e-ab7f-f0ce393d1e47,3e8ac7b7-0e2e-4d0d-bf8f-88e8a388b263,0.98,2025-05-15T20:35:17.056193,2025-05-15T21:58:20.767898,COLLECTED
70f8ff9c-f29e-4042-85f3-dc0eeee7948d,fa7b7ab5-4043-4573-8cb8-67d33cd35ebb,e9080abf-9d40-44ce-b549-0014913b565f,15.49,2025-03-26T20:25:35.693402,2025-03-26T21:01:01.234706,COLLECTED
fd68f329-6085-452e-ad4a-ababef232878,3b671c22-f8c3-47a6-8fb3-7210aed66bf0,d8b0c0fa-71f3-4cb6-becf-9b460ab869b7,5.13,2026-01-14T09:26:47.591176,2026-01-14T14:08:09.283056,NO_SHOW
e38593b8-c719-4cba-a5d3-5ac9cffd000b,5d3d41b8-22bd-4fc8-9627-3f5f4b59a9c8,78d349f2-39d1-4e43-8698-5d6090b1948b,9.57,2025-06-25T20:03:00.510622,2025-06-25T21:25:44.722790,COLLECTED
3afa5a52-b726-41bc-8bd1-f6bf90edabe1,8a3d9dba-440e-46c5-b190-106c1e0c6f5a,df2b0081-d33e-4f4a-882a-c448e49c92fe,10.48,2025-06-22T19:03:32.403915,2025-06-22T21:34:43.848411,COLLECTED
aa632141-b069-40ca-80e2-5f19c67db9b9,38f3f97c-047e-4203-bdc6-f8d0ff015ba9,ab21a6f3-a852-42d2-97eb-4a14d05425a7,6.15,2025-11-27T19:32:42.814463,2025-11-27T21:41:07.348390,COLLECTED
d14f0ec8-74da-4bea-abb2-c5d90658bfa9,e974ad37-c287-41de-94e6-0f7b8aba80eb,ab21a6f3-a852-42d2-97eb-4a14d05425a7,2.54,2025-04-09T17:26:12.845882,2025-04-09T21:39:30.524801,COLLECTED
be07c43a-f8d5-418a-9088-7162830af806,bfb17859-e359-4a0c-a4d7-d36489a5c5c8,b0b89ac8-ebeb-4100-90be-3790c6d8d32b,10.39,2025-12-31T19:39:35.453958,2025-12-31T20:23:58.385756,COLLECTED
6cc05103-669a-49ea-9f8e-630b80d7be95,c6608757-e6de-4ab3-864d-26c4f353a279,7bc2a542-6288-4d09-9ec7-33cb2b050111,10.38,2025-11-14T18:24:25.366340,2025-11-14T19:06:34.751482,NO_SHOW
c15e2974-9953-48fc-8356-f77846fca5b5,3b148a61-642f-4e50-a8d5-414700e015c4,15c050ab-1c5b-43bb-adf3-c0295634d547,6.76,2025-05-20T13:47:24.397696,2025-05-20T15:43:13.886558,COLLECTED
ad0c8b67-17d0-46c8-9b17-a189335566d9,1db59f64-a8f8-41d8-9d17-e4491473ae54,8a7e0719-5d74-4938-a52c-bfa595328be7,6.34,2025-03-13T18:39:55.696332,2025-03-13T19:12:40.346999,NO_SHOW
fa6d0c87-f90d-4d7e-b42e-d7f21c3fb7a4,2ab20bb9-4ba2-4c4a-8682-091c198c7281,086dc84c-d64a-49a4-bae8-dd26aac91cc7,6.95,2025-03-07T19:44:53.376966,2025-03-07T21:48:37.051332,COLLECTED
37a8b208-daa0-4265-928a-687b7cc0d8db,3016739a-1b78-4b34-a6f8-5c3c8f0d5254,86a93ee3-b8e1-4801-9a90-e1d097074821,7.71,2025-09-29T10:04:06.129467,2025-09-29T11:11:24.190669,COLLECTED
b80cbce7-b086-4621-9f25-6353f3d8f6e8,d5b7e69d-a1f2-43b3-a119-24efce53d40d,01db3ec8-2a8e-48ce-bdc4-dbfe1e470742,8.23,2025-05-30T08:39:23.327901,2025-05-30T11:54:38.890472,COLLECTED
3ebf8bfb-b3b4-4767-bb97-8f518133df4a,1ad519aa-672a-44f5-8a2d-d6e6b30c4be5,cd369bda-2f1c-488a-b78f-18233e1bb2aa,9.78,2025-12-15T12:25:20.665319,2025-12-15T13:31:39.253321,COLLECTED
0a119c8d-8e68-4cb8-bcf6-3cbeaeae00a1,ad53d086-3113-43d2-b062-208ecdeb6730,31f1c13e-8054-4eff-93bc-e9052c41092b,12.75,2025-03-22T19:09:01.275399,2025-03-22T20:35:12.585039,COLLECTED
dd86b731-1d74-4436-bd61-69d07e788702,b83add84-efd8-461b-8b30-3f53cc1032c9,62b57d0b-eafd-4cd3-b118-fa9601a0467d,2.33,2026-01-06T18:40:23.844007,2026-01-06T20:32:59.899409,COLLECTED
56312468-abd5-47af-bb9f-626ef127ae6d,9c0dd341-ffab-4464-9350-4ac407cd36c9,b27e349c-bc50-4f7d-bd3b-59258697cbf9,6.84,2025-03-10T16:55:31.852124,2025-03-10T19:41:11.650440,COLLECTED
4d4c97f2-53c9-4fa2-9357-f1687d83c550,8259b86a-fd4f-4bdf-914c-df5b1a0db7e3,af58bff8-c367-40f8-89fe-2f3e9abb7e08,9.62,2026-01-08T11:26:32.110260,2026-01-08T12:45:13.933997,COLLECTED
3d94ed2d-1d31-4766-babe-1c7b2b868e05,631702ad-776f-4995-a91f-cc5f46cb86da,06a97170-f4cd-44d3-bace-995f321e4360,5.8,2025-08-06T09:05:36.078177,2025-08-06T18:10:09.456267,COLLECTED
56b70088-8c56-492a-ab47-a073e1936363,3127829d-6bc6-41f9-83ec-af3f903bf556,75949266-12d1-415a-bdaf-456ea9b92536,1.36,2025-12-21T13:32:17.113225,2025-12-21T14:33:53.247380,COLLECTED
cc23b400-d638-402f-a629-74e634e0c0b9,303b6ab6-626b-4e3e-8b4c-4514c35094d6,f279b4fb-eee9-4bb1-aff6-58d287d3523a,15.22,2025-09-06T17:52:07.691722,2025-09-06T18:32:23.329528,COLLECTED
7c6d23cf-044b-435c-b6ab-17464ea9ed25,78cebdfa-f303-44cd-b648-9aff04be21d6,c4eb8ae6-cd1c-47ee-acec-16d3186789f7,4.78,2025-10-01T09:09:43.880105,2025-10-01T11:00:23.190976,COLLECTED
0ccc3af5-32cc-4a8a-8d2f-cadf84f7e661,a17e29b6-0567-4f2f-9a51-5485484c3890,65cdedd5-2670-400d-be1b-c7ff8dc777fb,12.76,2025-04-02T20:55:42.279418,2025-04-02T21:44:54.312065,COLLECTED
0d808a38-15e0-42e0-9e20-17bdc498194f,1dd3d30b-7a58-419f-b248-ecbf3d30ceac,a22f3182-d00c-444b-bb6b-bf06c3358104,4.79,2025-08-04T18:03:51.989526,2025-08-04T19:29:08.077036,COLLECTED
7e950efe-4b4f-4659-b882-ea32b62840b3,40a828cc-a258-450e-b0d3-4e246b8b35a7,fbe6ee4e-d4e2-42e2-a033-a1c465bc8b9e,8.0,2025-04-19T10:16:38.495675,2025-04-19T11:20:24.355830,COLLECTED
fe020595-426d-400d-80b5-280f077e4bf9,29d488e5-af99-4a23-b5a9-a6b694354d9d,915ffaa5-f318-48f8-b88f-5c305892b755,4.3,2025-11-15T11:30:06.995814,2025-11-15T14:51:44.475695,COLLECTED
45c358b8-a022-49aa-88e4-b29222f57eb7,f1301761-b0bd-41b1-aa4b-42a1e4a54b2d,e3c65c11-3969-4b71-b158-35fff69d4e12,10.66,2025-08-28T12:26:33.809062,2025-08-28T15:04:18.657840,COLLECTED
bd9d0a39-3e9d-445f-ae4d-16dbd0a75cd4,7219f692-5d17-4bb7-be2f-1505d0009d8f,232bea06-0922-42fc-a8fc-59e1a52a97f7,8.05,2025-02-04T15:33:09.568757,2025-02-04T19:41:35.653610,COLLECTED
9c3f955a-24d1-4836-95a0-6933b9bc7cf2,4872fff5-0a6e-4eed-8e30-e62ff658ce57,ab93f631-dde9-4136-a63b-2e426302d1a9,8.59,2025-03-23T12:03:06.345767,2025-03-23T14:59:26.936627,COLLECTED
1e4b59b5-2768-43c1-a997-426dc95650a9,694d7794-0f7d-43c2-ae84-42099de2193a,232c29f8-4dae-4197-a046-94e0410bf01f,0.37,2025-09-14T14:26:07.704748,2025-09-14T15:37:15.793320,COLLECTED
77cb16eb-f192-440d-95a2-27ecd8f7b02e,8e825fac-9fcf-4e19-a942-e8b166f07f90,11fab130-7ef1-4e6b-9df3-6023227bcd23,13.49,2025-07-24T10:15:39.378820,2025-07-24T11:59:51.222737,COLLECTED
b15c0c73-13a9-45dc-8bd6-70aa81be4a8a,1aba8fa9-27a4-4f55-8da4-b6a77ebb3075,0ed4286e-0293-4ff9-9bfc-62ae5102ca3a,1.11,2025-08-25T14:55:35.390815,2025-08-25T19:22:22.071948,COLLECTED
e8e03458-c8dc-47b8-8efa-67a61b78eee2,d14bbdc9-122b-4ce1-8583-6e8df7cce8cf,c72abd56-4fa7-4c78-81eb-72b73bbd5c73,1.69,2025-03-12T16:04:37.003290,2025-03-12T20:20:59.625619,NO_SHOW
29d44903-2f85-4b04-828f-78aa5cb92357,6bdbeb24-166f-4e21-ad6a-0daf2efcb0d4,3ca681e3-aa3b-4801-a95e-a6bfaa2466f5,8.48,2025-04-09T10:59:13.335711,2025-04-09T11:38:32.340959,COLLECTED
217aa176-3ab2-4016-9b7c-9e6d0a0c506b,c765a30f-e41b-4340-a1a3-c710cf08982a,d4175031-87d9-489d-98e1-382a97cb9f19,7.19,2025-04-27T08:40:01.404730,2025-04-27T19:20:35.273526,COLLECTED
c8a46d09-6ea4-42ee-a68d-ce9e8b8dc5cc,d65b1c42-192b-4172-ae38-4fdcafee7f76,95f28e4c-777f-4c62-9dc3-94556bed2e0f,12.32,2025-07-06T12:39:40.634344,2025-07-06T12:57:50.411805,COLLECTED
5e2d864d-7ef2-45ac-998b-c8610ee182e7,12252cf0-1de6-4392-9845-9cf3b3f9cb88,9d077863-ca9e-4805-b302-351465fc4b43,14.29,2025-06-10T13:11:17.808355,2025-06-10T13:42:57.820927,COLLECTED
95532f0d-b2ee-4fa9-b861-17cc86d3cb7d,ca512191-b938-4f76-827d-9a159623207d,31669139-360d-4b14-a545-e1154903a540,4.2,2025-06-13T20:04:33.242959,2025-06-13T21:52:43.755731,COLLECTED
1e005f21-f921-43cd-8d26-3e7f4dcd9f0e,86784433-748a-4b24-b0f9-28f0584d8736,e78ebb16-d04e-4c52-8b39-b7b9428e29e2,9.87,2025-11-06T11:34:04.708412,2025-11-06T16:28:23.196651,COLLECTED
e75592f5-d8a1-4f72-8327-7633933b521a,d0455e76-d965-4fb4-b461-74d4b36128aa,86a93ee3-b8e1-4801-9a90-e1d097074821,6.54,2025-12-25T17:46:35.085994,2025-12-25T18:30:05.627721,COLLECTED
09b8dd21-60f9-4b8b-ae25-62d0592261fe,941ebf8a-24f5-49c3-b4f9-1095fd0a3d29,14f2e4b7-f29a-4b38-b458-e1aa80c360bd,1.03,2025-11-22T11:54:38.481857,2025-11-22T12:09:34.062221,COLLECTED
3b646773-5332-4f39-af13-e42f38122de0,e1545388-edbf-453c-b4a5-e47d733c46cf,c72abd56-4fa7-4c78-81eb-72b73bbd5c73,5.74,2025-01-31T09:15:44.714957,2025-01-31T09:45:58.056403,COLLECTED
99551daf-6382-4802-8d29-08473e375e77,ec85b8d4-f020-4dbc-a7df-48ef39966622,25069219-f2a1-4dc9-8ee4-d8a0fc31b907,2.15,2025-11-23T18:22:19.612590,2025-11-23T21:18:51.341015,COLLECTED
5178846d-019d-4f9b-aef6-d7d46ac7cc96,2119548e-0006-4a20-b582-0a1458a3ff67,4aed5cba-1cf7-4d7c-93a7-e28e4ad7e980,9.05,2025-11-04T18:02:56.488863,2025-11-04T19:27:10.906171,NO_SHOW
5edc4196-d1f2-4727-8fc6-50dee123d238,8c7894a1-56e7-4b60-88a0-cac2b2011e2b,d00bafd9-abb6-430c-a386-7fbc5170cb13,8.08,2025-10-15T10:14:12.680421,2025-10-15T11:39:07.286567,COLLECTED
64e3b0b8-8bc8-4353-bad2-00c9797554ec,37e2e227-08ec-49ee-85b0-34cd3a5ca3dc,9a8ea6fa-ee0f-4835-9a17-aa160babdcbb,8.76,2025-08-08T10:34:09.333103,2025-08-08T11:13:41.070377,COLLECTED
dbd80e56-c31a-4897-aef6-f0dcf71a374d,abe20502-01e8-4620-8671-8d0c0b9fe2c4,5e030ec3-3235-4dff-91fa-df268fca08b3,7.16,2025-04-21T13:06:59.062382,2025-04-21T21:12:26.548321,NO_SHOW
a4b645b2-b3ee-4477-baea-f51df7ff2dbc,ea875d51-70de-4649-a7f2-6f47071a349b,7ca5c8c6-d0cc-499a-a4d7-e2803dfce089,7.95,2025-04-01T08:22:38.676147,2025-04-01T11:04:02.848521,COLLECTED
331dc7df-91b2-4903-b203-4b2391615fb4,5809b800-e9ab-48be-bddd-e850eb49f641,f2c2233c-d95e-4011-a2ae-8c127393355b,8.82,2025-02-18T12:42:26.481159,2025-02-18T16:50:47.800092,COLLECTED
042f95c2-b250-4cf8-a6b4-53e1a0a53897,67d5b6dc-3acc-4097-a508-527dcbdff85e,e8cdd863-b79b-41de-9af2-fcd24c5fb8f0,9.45,2025-05-23T09:58:49.626002,2025-05-23T10:23:02.669476,COLLECTED
2c0ba248-07aa-4ae8-8fb4-ff1f7e675b57,9a2dbee5-4e01-4535-a906-50aaafb31b4e,053e8bb1-1cdf-4647-8ccd-0d9c4758bb9a,13.76,2025-08-09T18:50:12.252960,2025-08-09T19:26:38.322888,COLLECTED
af4cfebe-055c-4c23-8a17-1f994af31e5a,19c8d7c9-d9cd-4941-bdd3-d8b17bf26c37,52aaf8cb-8eb4-4b36-a2ce-3ce0105cd275,7.63,2025-02-13T19:15:29.101317,2025-02-13T21:50:49.412723,COLLECTED
4c8a66f4-a706-4bf6-b235-09474b3f1672,8e640b9f-4721-4092-9243-a20fc8a5e0fc,d79d279b-6b5d-48a2-b49a-34192aaed0b6,6.59,2025-04-01T09:49:43.005904,2025-04-01T13:04:21.585587,COLLECTED
de401d8e-1c76-4b81-80d3-20010fc16baa,8aca2d8b-294d-48e0-8df7-c3285bc4967d,e74d71ca-679e-40fd-8ff8-6f18180ca14b,6.23,2025-05-12T08:50:49.692848,2025-05-12T14:48:53.098462,COLLECTED
f7afd101-3d39-4323-9bb0-5b7ff27dd2c0,a9d88abc-096c-45c0-89b9-2c59b192808c,be15c964-bf04-4044-985e-e89c0bb21887,7.11,2025-04-05T14:19:11.680491,2025-04-05T19:02:20.101139,COLLECTED
bdae467e-7f17-43e7-bd38-986a29bf7e2d,1db08b15-8246-43bf-a17a-069570e35cbb,31f1c13e-8054-4eff-93bc-e9052c41092b,3.2,2025-03-04T12:56:26.248477,2025-03-04T14:39:15.089355,COLLECTED
a17a8b02-12d5-49ff-bdc1-57419329fd48,1e307a63-7554-4476-9a8e-12e83c0830df,607aeaaa-81cd-481d-8a30-8c8e8860e428,7.88,2025-07-07T11:46:25.420485,2025-07-07T14:36:10.157320,COLLECTED
1058e90e-7979-44da-8718-ab9185aa1f9b,9018986a-347f-4e14-ac56-d5bd9a95b626,08e17187-024c-425e-bd99-ee15ec8af0a6,8.5,2025-03-20T11:22:38.898362,2025-03-20T12:46:22.908847,COLLECTED
5e9d2db0-9d4a-4cfb-8239-9c61e50d3409,6af412f2-2ed9-46dc-851e-ae082c660e54,3fb8ecd2-09f4-46b2-89bb-d7c31670b04c,6.07,2025-06-28T19:20:15.710007,2025-06-28T20:30:11.349279,COLLECTED
794be51a-e689-4fda-9b72-6bfff6a2bcb8,0f72d83c-31df-479f-b262-21d3585bc646,eb5f19a3-9144-4ae6-a1a2-8e4a1d03415f,10.37,2025-10-14T17:27:57.806148,2025-10-14T21:25:56.631716,COLLECTED
6fb2b078-6308-4980-8271-5cd60968d064,068efb0c-deee-4e1d-9e9f-be028faf06f3,d43d757c-3484-4a4e-8050-f7c78da3c139,7.58,2025-04-29T13:07:51.244748,2025-04-29T20:52:00.559271,COLLECTED
b79c776d-7da6-4f22-afbc-f2d05881725e,9cdbd45d-dec5-4235-a017-58691073a5ca,62b57d0b-eafd-4cd3-b118-fa9601a0467d,8.18,2025-08-10T17:04:10.383760,2025-08-10T18:21:20.300662,COLLECTED
46865025-8d3f-4da9-b556-1120b55e0d94,566c4a1a-e2d1-4223-acb0-d9d340b75486,d4175031-87d9-489d-98e1-382a97cb9f19,6.8,2025-02-27T14:17:49.975532,2025-02-27T16:58:28.264190,COLLECTED
742c6cdc-4ae2-4556-893e-399b8975c135,bcc3cf87-0598-4cca-b8eb-9cb63d77657f,602c9f0e-9bd1-4721-a240-508d594201e4,8.8,2025-10-12T12:11:02.671585,2025-10-12T12:26:13.418089,COLLECTED
0e61e8d9-32d2-4ce3-89e0-d201c477bc11,1c6fbe15-478e-4e98-8bba-b02f6ff40250,81560593-a867-4f08-8f4a-ea9dd7941e41,7.67,2025-10-29T15:40:12.253260,2025-10-29T16:32:59.037697,COLLECTED
9ee9419b-1d10-41f8-8096-cec5d830e854,27d5b061-2613-41a4-ab71-3c47aee0c914,61cfa63a-4406-4ac5-9a84-0b5c5dc78f4c,12.82,2025-07-31T12:01:14.993016,2025-07-31T14:21:02.985853,COLLECTED
942dd446-495b-4ce8-a765-a7cadc207570,88e98860-d488-49b2-ac9f-8cc01d2ebad2,e74d71ca-679e-40fd-8ff8-6f18180ca14b,3.57,2025-03-13T10:33:22.593209,2025-03-13T13:26:16.722295,COLLECTED
e0c48df2-2ca8-45e1-85c5-421c885b4a0a,aacdc2a5-c87c-4fbf-91aa-d729d68e9ecf,d79d279b-6b5d-48a2-b49a-34192aaed0b6,6.98,2025-10-27T20:56:12.321332,2025-10-27T21:52:52.277283,COLLECTED
2ab14530-57ab-4144-873f-54209aaa1618,ed7d411e-1015-493f-b55b-a6cf718cfc0c,08338320-bd3b-4d96-9304-520dd16445ac,6.25,2025-06-05T20:54:00.036310,2025-06-05T21:05:38.200423,NO_SHOW
