discount,price,weather,category,temperature,day,lead_time,time_of_day,window_length,is_reserved,is_collected
0.4981167608286252,5.33,Thundery outbreaks possible,BREAKFAST_ITEMS,18.3,Friday,2.19,15.0,1.0,True,True
0.41085271317829464,3.8,Patchy rain possible,VEGAN_VEGETARIAN,15.3,Monday,4.370833333333334,12.0,6.0,True,True
0.37213970293055,15.64,Patchy rain possible,SNACKS_SAVOURY_ITEMS,2.4,Tuesday,1.6633333333333333,12.0,1.0,False,False
0.3139013452914798,15.3,Light rain shower,SWEET_TREATS_DESSERTS,10.5,Monday,0.47888888888888886,9.0,3.0,False,False
0.5627118644067797,2.58,Patchy rain possible,DRINKS_BEVERAGES,12.4,Monday,5.941666666666666,17.0,4.0,True,True
0.3272727272727272,14.8,Overcast,DRINKS_BEVERAGES,14.4,Thursday,1.2208333333333334,14.0,3.0,True,True
0.5328859060402685,10.44,Light drizzle,DRINKS_BEVERAGES,14.4,Monday,1.083888888888889,11.0,2.0,True,True
0.38490566037735857,4.89,Patchy rain possible,SWEET_TREATS_DESSERTS,14.2,Wednesday,1.6069444444444445,17.0,1.0,True,True
0.6196642685851319,7.93,Sunny,SWEET_TREATS_DESSERTS,3.5,Monday,1.683888888888889,19.0,3.0,True,True
0.7186440677966102,2.49,Light rain shower,DRINKS_BEVERAGES,13.0,Thursday,0.39111111111111113,20.0,1.0,True,False
0.6681818181818182,0.73,Partly cloudy,SNACKS_SAVOURY_ITEMS,10.2,Thursday,5.336666666666667,18.0,1.0,True,True
0.39903381642512076,6.22,Moderate rain at times,SWEET_TREATS_DESSERTS,13.7,Friday,1.4680555555555554,20.0,2.0,True,True
0.7078431372549019,2.98,Patchy rain possible,BREAD_BAKED_GOODS,13.1,Monday,3.9419444444444443,10.0,4.0,True,True
0.31319910514541394,15.35,Partly cloudy,DRINKS_BEVERAGES,11.8,Monday,3.8469444444444445,13.0,3.0,True,True
0.5380333951762523,4.98,Patchy rain possible,SWEET_TREATS_DESSERTS,8.2,Wednesday,0.27194444444444443,11.0,7.0,True,True
0.2666666666666666,6.38,Patchy rain possible,DRINKS_BEVERAGES,9.4,Thursday,0.7733333333333333,13.0,1.0,False,False
0.5279279279279279,5.24,Light drizzle,SWEET_TREATS_DESSERTS,10.1,Thursday,0.09277777777777778,7.0,1.0,False,False
0.258445945945946,4.39,Patchy rain possible,BREAD_BAKED_GOODS,13.9,Tuesday,0.5402777777777777,17.0,4.0,False,False
0.6517985611510791,4.84,Patchy rain possible,SWEET_TREATS_DESSERTS,9.5,Thursday,3.97,21.0,1.0,True,True
0.46991869918699186,9.78,Moderate or heavy rain shower,BREAKFAST_ITEMS,8.0,Monday,0.47333333333333333,11.0,1.0,False,False
0.4805369127516779,11.61,Light rain shower,DRINKS_BEVERAGES,4.9,Tuesday,0.2525,15.0,2.0,False,False
0.651578947368421,3.31,Sunny,SWEET_TREATS_DESSERTS,20.7,Friday,0.8361111111111111,20.0,1.0,True,True
0.5750000000000001,9.35,Moderate rain at times,VEGAN_VEGETARIAN,10.1,Friday,3.8030555555555554,21.0,1.0,True,False
0.5060402684563758,3.68,Light rain,DRINKS_BEVERAGES,13.1,Tuesday,1.4525,12.0,2.0,True,True
0.6390243902439025,7.4,Patchy rain possible,VEGAN_VEGETARIAN,7.1,Wednesday,7.276944444444444,18.0,4.0,True,True
0.5476510067114094,3.37,Partly cloudy,DRINKS_BEVERAGES,5.4,Tuesday,4.7252777777777775,11.0,3.0,True,True
0.3466666666666667,0.98,Overcast,BREAD_BAKED_GOODS,13.0,Thursday,1.2233333333333334,21.0,1.0,True,True
0.32652173913043475,15.49,Cloudy,VEGAN_VEGETARIAN,9.9,Wednesday,2.4091666666666667,21.0,1.0,True,True
0.6557046979865772,5.13,Patchy rain possible,DRINKS_BEVERAGES,3.7,Wednesday,6.5725,14.0,1.0,True,False
0.605360824742268,9.57,Patchy rain possible,DRINKS_BEVERAGES,17.2,Wednesday,1.8794444444444445,21.0,1.0,True,True
0.2506666666666667,16.86,Heavy rain at times,READY_MEALS_HOT_FOOD,9.8,Saturday,3.1294444444444443,13.0,1.0,False,False
0.5192660550458715,10.48,Light rain shower,READY_MEALS_HOT_FOOD,16.1,Sunday,9.375555555555556,20.0,2.0,True,True
0.4831932773109244,6.15,Patchy rain possible,READY_MEALS_HOT_FOOD,11.1,Thursday,3.0516666666666667,20.0,2.0,True,True
0.6371428571428571,2.54,Partly cloudy,DRINKS_BEVERAGES,8.7,Wednesday,6.184166666666667,21.0,1.0,True,True
0.5277272727272727,10.39,Sunny,VEGAN_VEGETARIAN,1.2,Wednesday,0.5527777777777778,20.0,1.0,True,True
0.5021582733812949,10.38,Moderate rain,SWEET_TREATS_DESSERTS,11.5,Friday,3.61,19.0,1.0,True,False
0.6202247191011236,6.76,Overcast,DRINKS_BEVERAGES,14.2,Tuesday,3.350277777777778,11.0,5.0,True,True
0.3483870967741935,7.07,Patchy rain possible,BREAD_BAKED_GOODS,9.9,Monday,0.6405555555555555,21.0,1.0,False,False
0.6420408163265307,8.77,Patchy rain possible,DRINKS_BEVERAGES,10.5,Friday,4.346666666666667,15.0,2.0,False,False
0.543884892086331,6.34,Patchy rain possible,SWEET_TREATS_DESSERTS,2.6,Thursday,2.0036111111111112,19.0,1.0,True,False
0.6658653846153847,6.95,Patchy rain possible,READY_MEALS_HOT_FOOD,9.7,Friday,1.3075,21.0,1.0,True,True
0.46827586206896554,7.71,Partly cloudy,VEGAN_VEGETARIAN,11.8,Monday,1.3244444444444445,11.0,1.0,True,True
0.5402234636871508,8.23,Light rain shower,VEGAN_VEGETARIAN,16.2,Friday,2.3955555555555557,11.0,1.0,True,True
0.590794979079498,9.78,Light rain shower,BREAD_BAKED_GOODS,10.4,Monday,1.0472222222222223,13.0,1.0,True,True
0.3914081145584725,12.75,Heavy rain at times,READY_MEALS_HOT_FOOD,9.8,Saturday,2.601111111111111,20.0,2.0,True,True
0.6037414965986394,2.33,Patchy rain possible,SWEET_TREATS_DESSERTS,2.4,Tuesday,1.976388888888889,19.0,3.0,True,True
0.29562289562289557,10.46,Light rain shower,DRINKS_BEVERAGES,11.5,Sunday,1.6841666666666666,11.0,3.0,False,False
0.3501199040767386,13.55,Overcast,SWEET_TREATS_DESSERTS,3.7,Wednesday,0.6063888888888889,21.0,1.0,False,False
0.510028653295129,6.84,Patchy rain possible,FRUIT_VEGETABLES,10.5,Monday,1.3127777777777778,18.0,2.0,True,True
0.6065439672801636,9.62,Light rain shower,SWEET_TREATS_DESSERTS,6.1,Thursday,1.4216666666666666,12.0,1.0,True,True
0.46090909090909093,11.86,Partly cloudy,VEGAN_VEGETARIAN,8.7,Wednesday,0.49027777777777776,21.0,1.0,False,False
0.5986159169550173,5.8,Partly cloudy,BREAKFAST_ITEMS,16.9,Wednesday,9.91,18.0,3.0,True,True
0.31999999999999995,1.36,Light rain shower,BREAD_BAKED_GOODS,7.8,Sunday,1.4738888888888888,14.0,1.0,True,True
0.6868588177821201,6.41,Moderate or heavy rain with thunder,BREAD_BAKED_GOODS,15.6,Tuesday,7.32,15.0,2.0,False,False
0.36050420168067226,15.22,Patchy rain possible,READY_MEALS_HOT_FOOD,17.0,Saturday,4.866666666666666,17.0,2.0,True,True
0.43926380368098156,13.71,Moderate rain at times,VEGAN_VEGETARIAN,13.7,Friday,0.4538888888888889,10.0,2.0,False,False
0.5171717171717172,4.78,Partly cloudy,DRINKS_BEVERAGES,12.7,Wednesday,0.7708333333333334,9.0,3.0,True,True
0.3295194508009154,14.65,Patchy rain possible,SWEET_TREATS_DESSERTS,14.8,Sunday,0.6655555555555556,19.0,1.0,False,False
0.5974842767295598,9.6,Moderate or heavy rain with thunder,SWEET_TREATS_DESSERTS,8.3,Friday,0.42388888888888887,22.0,1.0,False,False
0.46788990825688076,12.76,Overcast,READY_MEALS_HOT_FOOD,9.5,Wednesday,2.393611111111111,18.0,4.0,True,True
0.3393103448275862,4.79,Light drizzle,DAIRY_EGGS,17.9,Monday,1.066111111111111,19.0,1.0,True,True
0.2604865771812081,17.63,Light rain shower,READY_MEALS_HOT_FOOD,11.5,Sunday,0.16444444444444445,20.0,2.0,False,False
0.3333333333333333,8.0,Moderate or heavy rain shower,READY_MEALS_HOT_FOOD,10.6,Saturday,1.281111111111111,11.0,1.0,True,True
0.6003717472118959,4.3,Patchy rain possible,SNACKS_SAVOURY_ITEMS,11.3,Saturday,4.039722222222222,14.0,1.0,True,True
0.5371254884932697,10.66,Light rain shower,SNACKS_SAVOURY_ITEMS,14.4,Thursday,5.809166666666667,14.0,2.0,True,True
0.6469298245614035,8.05,Moderate rain at times,READY_MEALS_HOT_FOOD,8.0,Tuesday,4.0633333333333335,18.0,3.0,True,True
0.4107382550335571,13.17,Light rain shower,DRINKS_BEVERAGES,10.3,Wednesday,0.5794444444444444,16.0,1.0,False,False
0.33410852713178296,8.59,Patchy rain possible,BREAKFAST_ITEMS,10.0,Sunday,2.9672222222222224,14.0,1.0,True,True
0.48,12.48,Patchy rain possible,READY_MEALS_HOT_FOOD,3.0,Friday,3.5677777777777777,21.0,1.0,False,False
0.725925925925926,0.37,Light rain shower,BREAD_BAKED_GOODS,13.5,Sunday,0.6688888888888889,15.0,1.0,True,True
0.4437113402061856,13.49,Overcast,BREAKFAST_ITEMS,17.5,Thursday,1.1455555555555557,11.0,1.0,True,True
0.44499999999999995,1.11,Sunny,SNACKS_SAVOURY_ITEMS,19.1,Monday,0.5388888888888889,15.0,7.0,True,True
0.5775,1.69,Heavy rain at times,MEAT_PROTEIN,3.0,Wednesday,6.198888888888889,20.0,1.0,True,False
0.6247787610619469,8.48,Partly cloudy,BREAKFAST_ITEMS,8.7,Wednesday,1.5672222222222223,11.0,1.0,True,True
0.6709382151029748,7.19,Overcast,READY_MEALS_HOT_FOOD,11.5,Sunday,10.154722222222222,18.0,2.0,True,True
0.5062124248496994,12.32,Patchy rain possible,DAIRY_EGGS,16.5,Sunday,0.5455555555555556,11.0,5.0,True,True
0.3344632768361582,5.89,Light rain shower,DRINKS_BEVERAGES,12.2,Friday,0.7758333333333334,16.0,2.0,False,False
0.3606263982102909,14.29,Light rain shower,DRINKS_BEVERAGES,15.0,Tuesday,2.8033333333333332,12.0,4.0,True,True
0.387136929460581,14.77,Light drizzle,SWEET_TREATS_DESSERTS,9.7,Sunday,0.7719444444444444,11.0,1.0,False,False
0.3045563549160672,14.5,Partly cloudy,VEGAN_VEGETARIAN,1.9,Thursday,4.369166666666667,20.0,1.0,False,False
0.7312859884836852,4.2,Patchy rain possible,FRUIT_VEGETABLES,15.5,Friday,0.7063888888888888,20.0,2.0,True,True
0.5699346405228758,9.87,Fog,SWEET_TREATS_DESSERTS,13.7,Thursday,1.0963888888888889,11.0,6.0,True,True
0.7156521739130435,6.54,Partly cloudy,VEGAN_VEGETARIAN,1.9,Thursday,0.8175,18.0,1.0,True,True
0.28724832214765106,15.93,Patchy rain possible,DRINKS_BEVERAGES,13.2,Sunday,0.14777777777777779,13.0,1.0,False,False
0.683076923076923,1.03,Light rain shower,DAIRY_EGGS,7.5,Saturday,3.1077777777777778,11.0,11.0,True,True
0.6041379310344828,5.74,Patchy rain possible,VEGAN_VEGETARIAN,6.2,Friday,0.24861111111111112,8.0,3.0,True,True
0.6906474820143885,2.15,Patchy rain possible,SWEET_TREATS_DESSERTS,8.1,Sunday,4.5375,21.0,1.0,True,True
0.4243002544529262,9.05,Moderate rain,BREAD_BAKED_GOODS,13.9,Tuesday,1.1086111111111112,19.0,1.0,True,False
0.305699481865285,13.4,Mist,VEGAN_VEGETARIAN,9.7,Saturday,0.26694444444444443,18.0,1.0,False,False
0.41449275362318844,8.08,Mist,SNACKS_SAVOURY_ITEMS,10.5,Wednesday,1.9330555555555555,10.0,3.0,True,True
0.4979942693409742,8.76,Overcast,VEGAN_VEGETARIAN,17.2,Friday,0.5044444444444445,11.0,1.0,True,True
0.3895454545454546,13.43,Patchy rain possible,VEGAN_VEGETARIAN,16.5,Sunday,0.5486111111111112,21.0,1.0,False,False
0.48654244306418215,12.4,Patchy rain possible,BREAKFAST_ITEMS,14.5,Wednesday,0.49944444444444447,14.0,3.0,False,False
0.69979035639413,7.16,Moderate rain at times,SWEET_TREATS_DESSERTS,9.9,Monday,9.018611111111111,21.0,1.0,True,False
0.6015037593984962,7.95,Overcast,BREAKFAST_ITEMS,8.3,Tuesday,2.5475,10.0,2.0,True,True
0.46055045871559636,8.82,Overcast,DRINKS_BEVERAGES,6.0,Tuesday,1.8566666666666667,11.0,6.0,True,True
0.40947368421052627,11.22,Overcast,SWEET_TREATS_DESSERTS,13.6,Tuesday,0.43833333333333335,18.0,1.0,False,False
0.6127049180327869,9.45,Patchy rain possible,BREAKFAST_ITEMS,13.3,Friday,2.19,10.0,1.0,True,True
0.4496,13.76,Partly cloudy,READY_MEALS_HOT_FOOD,16.8,Saturday,0.04805555555555555,17.0,3.0,True,True
0.2943722943722944,16.3,Light rain shower,READY_MEALS_HOT_FOOD,13.9,Friday,0.026111111111111113,15.0,2.0,False,False
0.6820833333333334,7.63,Overcast,READY_MEALS_HOT_FOOD,3.6,Thursday,3.82,21.0,1.0,True,True
0.732657200811359,6.59,Overcast,SNACKS_SAVOURY_ITEMS,8.3,Tuesday,4.772222222222222,13.0,1.0,True,True
0.43619909502262444,6.23,Patchy rain possible,READY_MEALS_HOT_FOOD,12.1,Monday,6.8869444444444445,14.0,2.0,True,True
0.251578947368421,7.11,Sunny,SWEET_TREATS_DESSERTS,12.3,Saturday,3.091388888888889,17.0,3.0,True,True
0.5989473684210526,7.62,Patchy rain possible,SWEET_TREATS_DESSERTS,3.4,Saturday,0.9875,17.0,2.0,False,False
0.571619812583668,3.2,Sunny,SNACKS_SAVOURY_ITEMS,3.6,Tuesday,1.621388888888889,14.0,1.0,True,True
0.6716666666666667,7.88,Patchy rain possible,SNACKS_SAVOURY_ITEMS,15.3,Monday,2.5908333333333333,14.0,1.0,True,True
0.6158663883089771,9.2,Light rain shower,SWEET_TREATS_DESSERTS,10.5,Monday,0.4708333333333333,19.0,1.0,False,False
0.43333333333333335,8.5,Overcast,BREAD_BAKED_GOODS,10.0,Thursday,0.5905555555555555,9.0,4.0,True,True
0.5178947368421053,2.29,Moderate or heavy rain shower,VEGAN_VEGETARIAN,5.9,Wednesday,7.213333333333333,15.0,1.0,False,False
0.6429411764705882,6.07,Patchy rain possible,SWEET_TREATS_DESSERTS,20.5,Saturday,0.5377777777777778,19.0,2.0,True,True
0.5461706783369804,10.37,Mist,BREAKFAST_ITEMS,12.9,Tuesday,3.5708333333333333,21.0,1.0,True,True
0.6675438596491228,7.58,Sunny,READY_MEALS_HOT_FOOD,12.3,Tuesday,6.035555555555556,19.0,3.0,True,True
0.6420131291028447,8.18,Mist,SWEET_TREATS_DESSERTS,17.0,Sunday,1.4813888888888889,18.0,1.0,True,True
0.7148846960167715,6.8,Patchy rain possible,SWEET_TREATS_DESSERTS,5.1,Thursday,2.6213888888888888,15.0,2.0,True,True
0.6062639821029082,8.8,Sunny,DRINKS_BEVERAGES,12.1,Sunday,0.8513888888888889,12.0,2.0,True,True
0.6568232662192394,7.67,Light rain shower,DRINKS_BEVERAGES,10.3,Wednesday,3.8430555555555554,15.0,2.0,True,True
0.34758909853249476,15.56,Patchy rain possible,SWEET_TREATS_DESSERTS,16.5,Sunday,0.19,17.0,3.0,False,False
0.334025974025974,12.82,Light rain shower,DRINKS_BEVERAGES,18.4,Thursday,2.1894444444444443,14.0,2.0,True,True
0.3324894514767932,15.82,Light rain shower,DRINKS_BEVERAGES,10.4,Monday,0.9411111111111111,11.0,1.0,False,False
0.7025,3.57,Patchy rain possible,SNACKS_SAVOURY_ITEMS,2.6,Thursday,2.6061111111111113,13.0,2.0,True,True
0.5623824451410658,6.98,Patchy rain possible,READY_MEALS_HOT_FOOD,11.4,Monday,1.5577777777777777,21.0,1.0,True,True
0.3393103448275862,4.79,Partly cloudy,SNACKS_SAVOURY_ITEMS,5.4,Tuesday,0.5219444444444444,21.0,1.0,False,False
0.7159090909090909,6.25,Light rain shower,VEGAN_VEGETARIAN,13.0,Thursday,0.10722222222222222,21.0,1.0,True,False
0.5738498789346246,8.8,Patchy rain possible,DRINKS_BEVERAGES,2.4,Tuesday,1.058888888888889,14.0,6.0,True,True
0.7016666666666667,1.79,Sunny,DRINKS_BEVERAGES,3.5,Monday,1.495,18.0,3.0,True,True
0.5323467230443975,11.06,Light rain,SWEET_TREATS_DESSERTS,13.6,Wednesday,0.14805555555555555,16.0,1.0,False,False
0.544,3.42,Light rain,SNACKS_SAVOURY_ITEMS,13.1,Tuesday,0.7666666666666667,18.0,1.0,True,True
0.735593220338983,0.78,Patchy rain possible,DRINKS_BEVERAGES,17.4,Thursday,1.6622222222222223,9.0,6.0,True,True
0.7344329896907216,6.44,Mist,SNACKS_SAVOURY_ITEMS,10.5,Wednesday,7.108055555555556,17.0,4.0,True,True
0.27120000000000005,18.22,Sunny,BREAD_BAKED_GOODS,20.4,Thursday,6.401388888888889,14.0,1.0,True,True
0.30364372469635637,1.72,Patchy rain possible,FRUIT_VEGETABLES,2.6,Friday,0.4841666666666667,20.0,1.0,False,False
0.2796352583586626,11.85,Patchy light drizzle,SWEET_TREATS_DESSERTS,12.5,Friday,0.4855555555555556,20.0,1.0,False,False
0.3162011173184357,12.24,Light rain,VEGAN_VEGETARIAN,9.7,Sunday,0.725,9.0,5.0,False,False
0.4,6.0,Patchy rain possible,FRUIT_VEGETABLES,3.1,Thursday,5.815,14.0,7.0,False,False
0.25274725274725274,13.6,Patchy rain possible,SNACKS_SAVOURY_ITEMS,16.9,Monday,0.4777777777777778,8.0,6.0,False,False
0.5967963386727689,8.81,Moderate or heavy rain with thunder,READY_MEALS_HOT_FOOD,8.3,Friday,0.42138888888888887,14.0,7.0,True,True
0.2539130434782609,17.16,Light drizzle,VEGAN_VEGETARIAN,16.1,Saturday,0.8127777777777778,21.0,1.0,False,False
0.7495833333333334,6.01,Mist,BREAKFAST_ITEMS,10.5,Wednesday,1.5944444444444446,13.0,1.0,True,True
0.37570621468926557,2.21,Overcast,BREAKFAST_ITEMS,9.5,Wednesday,1.7630555555555556,17.0,4.0,True,True
0.6912951167728238,7.27,Patchy rain possible,READY_MEALS_HOT_FOOD,6.2,Friday,0.3377777777777778,16.0,1.0,False,False
0.2646288209606987,16.84,Light rain,SWEET_TREATS_DESSERTS,11.5,Monday,0.41833333333333333,9.0,5.0,False,False
0.665648854961832,6.57,Partly cloudy,SNACKS_SAVOURY_ITEMS,16.8,Friday,6.557777777777778,13.0,2.0,True,True
0.41578947368421054,3.33,Heavy rain at times,READY_MEALS_HOT_FOOD,3.0,Wednesday,1.0291666666666666,12.0,2.0,True,False
0.4091185410334346,9.72,Overcast,VEGAN_VEGETARIAN,15.8,Tuesday,0.5102777777777778,11.0,1.0,True,True
0.6273972602739726,2.72,Patchy rain possible,VEGAN_VEGETARIAN,13.1,Monday,10.738333333333333,18.0,3.0,True,True
0.48065173116089616,12.75,Overcast,READY_MEALS_HOT_FOOD,7.3,Saturday,0.7175,13.0,1.0,True,True
0.5186440677966102,2.84,Patchy rain possible,DRINKS_BEVERAGES,17.2,Wednesday,0.44,9.0,2.0,True,True
0.6791878172588832,3.16,Overcast,DRINKS_BEVERAGES,6.6,Tuesday,0.5866666666666667,20.0,1.0,True,True
0.43508771929824563,11.27,Patchy rain possible,READY_MEALS_HOT_FOOD,18.1,Wednesday,0.25,21.0,1.0,False,False
0.45438799076212477,9.45,Patchy rain possible,SNACKS_SAVOURY_ITEMS,3.1,Thursday,0.72,10.0,7.0,False,False
0.29932885906040274,15.66,Patchy rain possible,DRINKS_BEVERAGES,8.6,Sunday,3.4355555555555557,14.0,1.0,True,True
0.6527964205816555,7.76,Patchy rain possible,DRINKS_BEVERAGES,19.1,Tuesday,2.1275,14.0,3.0,True,True
0.6523076923076923,3.39,Light rain shower,MEAT_PROTEIN,13.5,Sunday,4.343333333333334,15.0,1.0,True,True
0.3328320802005012,13.31,Sunny,READY_MEALS_HOT_FOOD,10.0,Friday,0.8797222222222222,17.0,1.0,False,False
0.45179856115107914,3.81,Patchy rain possible,SWEET_TREATS_DESSERTS,15.8,Saturday,0.3858333333333333,11.0,1.0,True,True
0.5404444444444445,10.34,Patchy rain possible,BREAKFAST_ITEMS,15.5,Tuesday,2.4972222222222222,9.0,3.0,True,True
0.5016666666666666,11.96,Patchy rain possible,READY_MEALS_HOT_FOOD,11.3,Saturday,4.418333333333333,17.0,4.0,True,True
0.436046511627907,3.88,Overcast,FRUIT_VEGETABLES,5.9,Tuesday,3.1058333333333334,12.0,3.0,True,True
0.6049228201919065,9.47,Patchy rain possible,READY_MEALS_HOT_FOOD,10.3,Sunday,6.496944444444445,21.0,1.0,True,False
0.5604040404040403,10.88,Patchy rain possible,BREAKFAST_ITEMS,13.2,Sunday,0.19777777777777777,10.0,4.0,True,True
0.7107913669064748,6.03,Cloudy,SWEET_TREATS_DESSERTS,17.7,Thursday,0.44055555555555553,19.0,1.0,True,True
0.5436363636363637,10.04,Patchy rain possible,VEGAN_VEGETARIAN,9.7,Friday,3.206111111111111,22.0,1.0,False,False
0.31333333333333335,3.09,Patchy rain possible,DRINKS_BEVERAGES,3.8,Saturday,2.5119444444444445,14.0,1.0,True,True
0.4586206896551724,4.71,Patchy rain possible,BREAKFAST_ITEMS,11.9,Sunday,1.2247222222222223,11.0,2.0,True,True
0.4040909090909091,13.11,Patchy rain possible,VEGAN_VEGETARIAN,9.2,Sunday,0.47,19.0,1.0,False,False
0.5613636363636364,9.65,Sunny,VEGAN_VEGETARIAN,12.1,Sunday,0.5130555555555556,21.0,1.0,True,True
0.6376190476190476,7.61,Sunny,VEGAN_VEGETARIAN,6.3,Saturday,0.025833333333333333,21.0,1.0,True,True
0.42435597189695556,12.29,Partly cloudy,DAIRY_EGGS,16.8,Saturday,2.1858333333333335,11.0,9.0,True,True
0.48888888888888893,6.67,Partly cloudy,DRINKS_BEVERAGES,19.6,Sunday,2.2286111111111113,14.0,1.0,True,True
0.3314285714285714,15.21,Sunny,SWEET_TREATS_DESSERTS,13.5,Wednesday,1.3683333333333334,9.0,4.0,True,True
0.335632183908046,14.45,Light rain shower,BREAKFAST_ITEMS,16.8,Thursday,4.245,16.0,1.0,False,False
0.3861297539149888,13.72,Partly cloudy,DRINKS_BEVERAGES,16.8,Saturday,3.5952777777777776,14.0,1.0,True,True
0.48923076923076925,1.66,Overcast,SWEET_TREATS_DESSERTS,4.1,Thursday,1.0722222222222222,13.0,1.0,True,True
0.2826666666666667,2.69,Cloudy,READY_MEALS_HOT_FOOD,17.6,Monday,2.8333333333333335,21.0,1.0,True,True
0.539879759519038,11.48,Cloudy,SWEET_TREATS_DESSERTS,18.0,Friday,0.6830555555555555,17.0,3.0,True,True
0.5918465227817746,8.51,Patchy rain possible,SWEET_TREATS_DESSERTS,11.3,Friday,4.101388888888889,20.0,1.0,True,True
0.5474576271186441,5.34,Overcast,DRINKS_BEVERAGES,9.4,Friday,0.5897222222222223,19.0,2.0,True,True
0.6111731843575419,6.96,Partly cloudy,VEGAN_VEGETARIAN,16.0,Friday,1.2461111111111112,9.0,3.0,True,True
0.5923076923076923,9.54,Overcast,SWEET_TREATS_DESSERTS,10.6,Wednesday,1.4391666666666667,18.0,2.0,True,True
0.3551002987622706,15.11,Fog,SNACKS_SAVOURY_ITEMS,13.7,Thursday,5.518055555555556,13.0,1.0,False,False
0.24999999999999994,7.2,Overcast,BREAD_BAKED_GOODS,6.6,Tuesday,0.6708333333333333,12.0,1.0,False,False
0.7193548387096775,2.61,Moderate or heavy rain shower,BREAKFAST_ITEMS,9.1,Tuesday,2.9430555555555555,16.0,1.0,True,False
0.4109014675052411,14.05,Patchy rain possible,SWEET_TREATS_DESSERTS,14.8,Sunday,1.2044444444444444,19.0,1.0,True,True
0.2877697841726618,1.98,Sunny,FRUIT_VEGETABLES,3.5,Monday,10.109722222222222,18.0,1.0,True,True
0.7135678391959799,0.57,Overcast,DAIRY_EGGS,8.3,Tuesday,7.603611111111111,15.0,5.0,True,True
