bundleId,vendorId,name,description,price,category,postingTime,collectionStart,collectionEnd,productIds,allergyTypes
b0bb4019-553e-40da-bcb5-b0ba73c1ffbf,0085a9a8-b124-44e7-8cb3-141046bc183e,Blackbean Cafe Drinks & Beverages Bundle,Drinks & Beverages bundle from Blackbean Cafe. Contains 4 product(s).,5.79,DRINKS_BEVERAGES,2025-06-25T09:07:29,2025-06-25T15:00:00,2025-06-25T16:00:00,"['1515790b-f0fe-43e4-ab22-518bb4c2eee4', '1515790b-f0fe-43e4-ab22-518bb4c2eee4', 'd21a6a98-5b37-49d0-8d81-a1671ca27e9c', 'd21a6a98-5b37-49d0-8d81-a1671ca27e9c']","['DAIRY', 'VEGETARIAN', 'GLUTEN']"
324dab4e-5344-40f5-9755-529689d9a963,fa4c555e-72f6-4d8c-8ab2-8b9f2a592993,TSB Drinks & Beverages Bundle,Drinks & Beverages bundle from TSB. Contains 3 product(s).,15.47,DRINKS_BEVERAGES,2025-12-30T06:58:07,2025-12-30T10:00:00,2025-12-30T11:00:00,"['d4135639-74fa-4462-99a7-1d6e07a7c423', 'd9d812d5-ef82-4df0-9f5d-4b37368f063d', 'd9d812d5-ef82-4df0-9f5d-4b37368f063d']",['VEGETARIAN']
76595772-b821-4911-afc4-92ac33913073,1a07fa2b-b9e1-44cc-938c-88534eacef52,Azure Bakery Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from Azure Bakery. Contains 5 product(s).,7.65,SWEET_TREATS_DESSERTS,2025-07-20T10:42:34,2025-07-20T11:00:00,2025-07-20T12:00:00,"['78efcf94-e2e0-4e5e-b4af-86b02c7cafc0', '78efcf94-e2e0-4e5e-b4af-86b02c7cafc0', 'f3425ed2-1342-4699-bcec-c14d250ff6b6', 'f3425ed2-1342-4699-bcec-c14d250ff6b6', 'f3425ed2-1342-4699-bcec-c14d250ff6b6']","['DAIRY', 'VEGETARIAN', 'GLUTEN']"
eef5b9ae-36e2-441e-b630-abf14f2b7d3c,224ac6b1-9c09-4247-bb31-1f3a65903eb3,Juice Junction Drinks & Beverages Bundle,Drinks & Beverages bundle from Juice Junction. Contains 3 product(s).,7.49,DRINKS_BEVERAGES,2025-10-19T11:23:07,2025-10-19T14:00:00,2025-10-19T15:00:00,"['024e9ff4-2772-432a-aa6d-9923ae5712b1', '024e9ff4-2772-432a-aa6d-9923ae5712b1', 'f26ff3f1-9193-4783-ad8a-20a5fb875f5c']",['VEGETARIAN']
c18d62c3-8bfb-4da3-aa9a-982260ce3019,dfc9a97b-0ac4-43cf-9169-040389892f81,The Bladebone Ready Meals & Hot Food Bundle,Ready Meals & Hot Food bundle from The Bladebone. Contains 1 product(s).,7.82,READY_MEALS_HOT_FOOD,2025-05-25T19:12:16,2025-05-25T21:00:00,2025-05-25T22:00:00,['696dbb58-ee6b-44d0-83e4-2328cec5c4f3'],[]
f1e35537-b487-4dd2-9b3b-c359bf459c68,3cdd20b4-f7cd-40a4-8004-f816ec230b1a,Delectable Deserts Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from Delectable Deserts. Contains 2 product(s).,6.1,SWEET_TREATS_DESSERTS,2025-08-22T19:06:04,2025-08-22T20:00:00,2025-08-22T21:00:00,"['356c11ef-ffc9-4589-a49c-46cf615f7b32', '356c11ef-ffc9-4589-a49c-46cf615f7b32']","['DAIRY', 'EGGS', 'VEGETARIAN', 'GLUTEN']"
00377f4f-3b87-46f6-a650-73a9ba71f44d,9ab7d98a-a260-46ec-8aab-d3235a493e22,Coffee & Go Ready Meals & Hot Food Bundle,Ready Meals & Hot Food bundle from Coffee & Go. Contains 5 product(s).,5.74,READY_MEALS_HOT_FOOD,2025-03-28T15:06:28,2025-03-28T16:00:00,2025-03-28T17:00:00,"['9870c347-21a9-475d-afee-01b8e620bfda', '9870c347-21a9-475d-afee-01b8e620bfda', '9870c347-21a9-475d-afee-01b8e620bfda', '7cfd03df-05f0-4dbf-a72a-8c00caefe92a', 'a5093de4-e471-4401-8cd8-eb1de94f8619']","['FISH', 'EGGS', 'VEGETARIAN', 'GLUTEN']"
923e5799-8826-41b0-acc5-25e5d6158bf3,8da7113a-8d38-4500-bc1d-2280b1ae3ce2,Bean & Brew Breakfast Items Bundle,Breakfast Items bundle from Bean & Brew. Contains 7 product(s).,16.34,BREAKFAST_ITEMS,2025-10-18T09:06:09,2025-10-18T11:00:00,2025-10-18T15:00:00,"['40111bd4-e092-437f-8bea-b91b4b14e093', '40111bd4-e092-437f-8bea-b91b4b14e093', '37335333-3d33-4c4d-8138-58e31c5a3cd7', '37335333-3d33-4c4d-8138-58e31c5a3cd7', '25e33070-2ebd-46dc-8555-ec383eabb763', '25e33070-2ebd-46dc-8555-ec383eabb763', '25e33070-2ebd-46dc-8555-ec383eabb763']","['DAIRY', 'VEGETARIAN', 'GLUTEN']"
eb7936c3-8a15-4f05-976a-7495314f008b,224ac6b1-9c09-4247-bb31-1f3a65903eb3,Juice Junction Drinks & Beverages Bundle,Drinks & Beverages bundle from Juice Junction. Contains 1 product(s).,2.18,DRINKS_BEVERAGES,2025-07-23T06:33:51,2025-07-23T07:00:00,2025-07-23T11:00:00,['6789207a-319e-4e39-9ab8-2f22d67df8ac'],['VEGETARIAN']
dcbb6128-8dd6-4cc1-9977-222906ba7b3a,046a72cd-ba93-439a-9d76-80adb8250be0,Fresh Harvest Drinks & Beverages Bundle,Drinks & Beverages bundle from Fresh Harvest. Contains 7 product(s).,11.07,DRINKS_BEVERAGES,2025-02-01T20:20:18,2025-02-01T21:00:00,2025-02-01T22:00:00,"['75cac056-e387-42df-97eb-2dd2b8e74690', '75cac056-e387-42df-97eb-2dd2b8e74690', '75cac056-e387-42df-97eb-2dd2b8e74690', '196d1bf4-f3ca-445f-aafd-670e3ac64677', '196d1bf4-f3ca-445f-aafd-670e3ac64677', 'f277f22a-276f-4f39-ae03-e20fce6256fe', 'f277f22a-276f-4f39-ae03-e20fce6256fe']",['VEGETARIAN']
d6272679-196e-4b34-8038-c8970dca4ac8,046a72cd-ba93-439a-9d76-80adb8250be0,Fresh Harvest Breakfast Items Bundle,Breakfast Items bundle from Fresh Harvest. Contains 10 product(s).,9.6,BREAKFAST_ITEMS,2025-06-18T10:43:52,2025-06-18T20:00:00,2025-06-18T21:00:00,"['1d29c463-7aa8-493d-93c9-3a587a8bfb2a', '1d29c463-7aa8-493d-93c9-3a587a8bfb2a', '1d29c463-7aa8-493d-93c9-3a587a8bfb2a', '051fd3e0-bf25-4338-9acf-7240f4767b20', '051fd3e0-bf25-4338-9acf-7240f4767b20', 'e881f4a0-57a2-4803-9a4f-5dd9c5bb78d1', 'e881f4a0-57a2-4803-9a4f-5dd9c5bb78d1', '25b96da5-49de-4880-b13e-319542dd54fe', '25b96da5-49de-4880-b13e-319542dd54fe', '8e0e6485-c15a-403f-b661-e8308dd7583e']","['DAIRY', 'VEGETARIAN', 'GLUTEN']"
028334f2-10ae-4cf2-b173-8e58684d9341,fa4c555e-72f6-4d8c-8ab2-8b9f2a592993,TSB Drinks & Beverages Bundle,Drinks & Beverages bundle from TSB. Contains 3 product(s).,12.53,DRINKS_BEVERAGES,2025-10-20T08:45:44,2025-10-20T14:00:00,2025-10-20T16:00:00,"['b84db6dc-af9a-4edc-95b1-351f99e92705', 'b84db6dc-af9a-4edc-95b1-351f99e92705', 'b84db6dc-af9a-4edc-95b1-351f99e92705']",['VEGETARIAN']
0cee1da8-f870-4dbe-864c-ab2b515dcbb0,1a07fa2b-b9e1-44cc-938c-88534eacef52,Azure Bakery Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from Azure Bakery. Contains 4 product(s).,5.39,SWEET_TREATS_DESSERTS,2025-07-27T10:18:54,2025-07-27T11:00:00,2025-07-27T12:00:00,"['7c065f63-6e00-4a93-8fe3-7c43bbc1c128', '7c065f63-6e00-4a93-8fe3-7c43bbc1c128', '7c065f63-6e00-4a93-8fe3-7c43bbc1c128', 'a93c19cd-5e08-453f-9eb9-eaa1e246b567']","['VEGETARIAN', 'GLUTEN']"
db02ed93-0a87-4522-939c-d61148908ab4,517f0db2-bb8d-4b33-a1d5-ca8ada4dc130,Jamie's Bakery Snacks & Savoury Items Bundle,Snacks & Savoury Items bundle from Jamie's Bakery. Contains 2 product(s).,4.19,SNACKS_SAVOURY_ITEMS,2025-10-08T07:51:56,2025-10-08T09:00:00,2025-10-08T12:00:00,"['118a59c7-42d0-47ff-b2e6-6aa53f6d2d36', 'd0be8055-bc6e-4b1c-a651-88acab647dc3']","['DAIRY', 'VEGETARIAN', 'GLUTEN']"
b5947354-5314-42c5-9643-d774bd1d95de,046a72cd-ba93-439a-9d76-80adb8250be0,Fresh Harvest Fruit & Vegetables Bundle,Fruit & Vegetables bundle from Fresh Harvest. Contains 4 product(s).,2.65,FRUIT_VEGETABLES,2025-12-09T09:45:02,2025-12-09T19:00:00,2025-12-09T22:00:00,"['447ba4f0-f6c0-446b-90cc-6e0f64852ec0', '447ba4f0-f6c0-446b-90cc-6e0f64852ec0', '7f1bb1c0-3f54-42ed-9de1-2c23b9155dc6', '7f1bb1c0-3f54-42ed-9de1-2c23b9155dc6']","['VEGETARIAN', 'VEGAN']"
a7b9def2-32d1-4fa9-ac45-f5cf13df5853,b2a96f86-86a1-4b87-b406-23e8d789c14b,Grill King Drinks & Beverages Bundle,Drinks & Beverages bundle from Grill King. Contains 8 product(s).,9.61,DRINKS_BEVERAGES,2025-09-22T09:53:13,2025-09-22T16:00:00,2025-09-22T17:00:00,"['52176032-7cd9-48b2-9d55-69f6acf5f719', '52176032-7cd9-48b2-9d55-69f6acf5f719', 'a1403447-6778-4923-92c7-093092517a6f', 'a1403447-6778-4923-92c7-093092517a6f', 'e6044246-117c-4897-b99b-2fb41b4ad454', '803c4090-89cf-40e9-88fe-335939f616ec', '803c4090-89cf-40e9-88fe-335939f616ec', '803c4090-89cf-40e9-88fe-335939f616ec']",['VEGETARIAN']
737c6dd7-9452-45d2-b27a-2914ea9ae92a,4d70cd26-6337-45aa-8a8e-6ee2a45c9267,Oaktree Foods Breakfast Items Bundle,Breakfast Items bundle from Oaktree Foods. Contains 6 product(s).,3.74,BREAKFAST_ITEMS,2025-03-30T14:11:35,2025-03-30T15:00:00,2025-03-30T16:00:00,"['27211014-c733-4594-a992-d1dbc7f5ba14', '27211014-c733-4594-a992-d1dbc7f5ba14', '27211014-c733-4594-a992-d1dbc7f5ba14', '1dea57dc-bae9-4a82-90b8-37b55d28db3c', '1dea57dc-bae9-4a82-90b8-37b55d28db3c', '1dea57dc-bae9-4a82-90b8-37b55d28db3c']","['DAIRY', 'VEGETARIAN']"
888d1673-d05d-43fe-a148-13b568019eb3,1a07fa2b-b9e1-44cc-938c-88534eacef52,Azure Bakery Bread & Baked Goods Bundle,Bread & Baked Goods bundle from Azure Bakery. Contains 4 product(s).,13.78,BREAD_BAKED_GOODS,2025-10-14T12:42:50,2025-10-14T13:00:00,2025-10-14T15:00:00,"['539379a0-1baf-43b9-99c2-fbb451c6e218', '2fcc16fe-cd0a-4971-a9a4-bb7a9ea09b16', '2fcc16fe-cd0a-4971-a9a4-bb7a9ea09b16', '2fcc16fe-cd0a-4971-a9a4-bb7a9ea09b16']","['VEGETARIAN', 'GLUTEN']"
30a8577a-19be-4e8a-ba06-1d7ad467b26f,2f2530fe-56a0-4069-b06d-83a578929129,Greenfield Market Breakfast Items Bundle,Breakfast Items bundle from Greenfield Market. Contains 3 product(s).,5.33,BREAKFAST_ITEMS,2025-06-20T12:48:36,2025-06-20T15:00:00,2025-06-20T16:00:00,"['3f1a283f-3a27-4739-8d99-82f27bfc26d5', '3f1a283f-3a27-4739-8d99-82f27bfc26d5', '3f1a283f-3a27-4739-8d99-82f27bfc26d5']",['VEGETARIAN']
ba3ad03a-9b59-443f-89c4-c6a6e6a2459a,ba358b7b-355f-4942-b1c5-222a5b8efef0,MeadowMart Vegan & Vegetarian Bundle,Vegan & Vegetarian bundle from MeadowMart. Contains 3 product(s).,3.8,VEGAN_VEGETARIAN,2025-07-07T07:37:45,2025-07-07T12:00:00,2025-07-07T18:00:00,"['9890f106-7920-4280-ae20-fa8861806bed', '9890f106-7920-4280-ae20-fa8861806bed', '9890f106-7920-4280-ae20-fa8861806bed']","['VEGETARIAN', 'VEGAN', 'GLUTEN']"
1de83c8c-71f5-4810-86d0-3854b02e362f,9ab7d98a-a260-46ec-8aab-d3235a493e22,Coffee & Go Snacks & Savoury Items Bundle,Snacks & Savoury Items bundle from Coffee & Go. Contains 11 product(s).,15.64,SNACKS_SAVOURY_ITEMS,2026-01-06T10:20:12,2026-01-06T12:00:00,2026-01-06T13:00:00,"['06480bcc-adb3-4f99-8821-c28dfe321091', '23d28e2e-ebbe-48a2-b691-cf74ce038b8e', '23d28e2e-ebbe-48a2-b691-cf74ce038b8e', '67cf3e24-498e-4a1f-a188-0445b7d2bddc', 'f246664b-47df-482f-a9da-f6610c983b4d', 'ba903609-ff13-4141-987a-dadabac6fea7', 'ba903609-ff13-4141-987a-dadabac6fea7', 'f1aa7be7-0112-409f-875f-d2c590fd78c3', 'f1aa7be7-0112-409f-875f-d2c590fd78c3', '05a47db9-e078-4f86-9f6a-53c86b2f21a7', 'ef55da6a-636a-4315-a6eb-311872338138']","['NUTS', 'VEGETARIAN', 'GLUTEN', 'DAIRY', 'PEANUTS']"
48401cfb-94ee-493a-a1df-01e51d888229,1a07fa2b-b9e1-44cc-938c-88534eacef52,Azure Bakery Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from Azure Bakery. Contains 7 product(s).,15.3,SWEET_TREATS_DESSERTS,2025-12-01T08:31:16,2025-12-01T09:00:00,2025-12-01T12:00:00,"['f3425ed2-1342-4699-bcec-c14d250ff6b6', 'f3425ed2-1342-4699-bcec-c14d250ff6b6', 'f3425ed2-1342-4699-bcec-c14d250ff6b6', 'a7a0f932-c076-4850-bf72-d1a38541290e', 'a7a0f932-c076-4850-bf72-d1a38541290e', 'a7a0f932-c076-4850-bf72-d1a38541290e', '7c065f63-6e00-4a93-8fe3-7c43bbc1c128']","['DAIRY', 'VEGETARIAN', 'GLUTEN']"
fa8a6c25-5413-4c31-bf8e-9007ed368ba9,c3d3af36-d366-482c-944f-ee9d88205a02,Grab & Go Drinks & Beverages Bundle,Drinks & Beverages bundle from Grab & Go. Contains 2 product(s).,2.58,DRINKS_BEVERAGES,2025-05-19T11:03:30,2025-05-19T17:00:00,2025-05-19T21:00:00,"['e831cd51-665f-428c-8766-999194888ae0', 'e831cd51-665f-428c-8766-999194888ae0']",['VEGETARIAN']
d7b2e36a-4db5-4b06-b9f9-6993c51e5f23,f8f749f2-068d-4027-be98-02090d4f36fe,Morning Start Cafe Drinks & Beverages Bundle,Drinks & Beverages bundle from Morning Start Cafe. Contains 5 product(s).,14.8,DRINKS_BEVERAGES,2025-05-01T12:46:45,2025-05-01T14:00:00,2025-05-01T17:00:00,"['1a7c4cca-0067-49ab-a7e4-ba854df9b8ea', '1a7c4cca-0067-49ab-a7e4-ba854df9b8ea', '1a7c4cca-0067-49ab-a7e4-ba854df9b8ea', '0981e85f-3bb8-4290-af00-430f27b79c5d', '0981e85f-3bb8-4290-af00-430f27b79c5d']","['DAIRY', 'VEGETARIAN']"
9cabadd4-d7a5-4428-b5dd-c060e35bee07,224ac6b1-9c09-4247-bb31-1f3a65903eb3,Juice Junction Drinks & Beverages Bundle,Drinks & Beverages bundle from Juice Junction. Contains 3 product(s).,10.44,DRINKS_BEVERAGES,2025-09-15T09:54:58,2025-09-15T11:00:00,2025-09-15T13:00:00,"['d76213ca-327d-424e-b2bc-3a2881a4b527', 'd76213ca-327d-424e-b2bc-3a2881a4b527', 'bf4b362d-d58a-4656-9f65-17a1b1463016']",['VEGETARIAN']
b0445a27-46c4-4b96-b36f-9a44f536d741,953b29b3-d8c6-42da-a4ea-fa6732d705a5,Al's Desserts Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from Al's Desserts. Contains 1 product(s).,4.89,SWEET_TREATS_DESSERTS,2025-11-05T15:23:35,2025-11-05T17:00:00,2025-11-05T18:00:00,['3163efb3-2398-4dcf-aeed-589c067154ba'],['VEGETARIAN']
1f9e3a10-ab20-4889-b749-fd4b35ecf5ce,e27daa6e-3e67-4d51-8ac0-cc73c621fd40,The Royal Oak Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from The Royal Oak. Contains 3 product(s).,7.93,SWEET_TREATS_DESSERTS,2025-03-03T17:18:58,2025-03-03T19:00:00,2025-03-03T22:00:00,"['d57ff667-42d5-4215-a9ae-56f67eb7dc5a', 'd57ff667-42d5-4215-a9ae-56f67eb7dc5a', 'd57ff667-42d5-4215-a9ae-56f67eb7dc5a']","['EGGS', 'VEGETARIAN', 'GLUTEN']"
b4a7dc3a-7565-4665-bddd-7bf11f867271,c3d3af36-d366-482c-944f-ee9d88205a02,Grab & Go Drinks & Beverages Bundle,Drinks & Beverages bundle from Grab & Go. Contains 3 product(s).,2.49,DRINKS_BEVERAGES,2025-06-05T19:36:32,2025-06-05T20:00:00,2025-06-05T21:00:00,"['b86115fb-0ed8-4fba-bf75-bb9f3510f429', 'b86115fb-0ed8-4fba-bf75-bb9f3510f429', 'b86115fb-0ed8-4fba-bf75-bb9f3510f429']",['VEGETARIAN']
65e5c99e-17b9-4c44-bfd7-1eb8157f8d06,92233ce5-e0d1-47b1-9722-00d0c4d9996c,Riverbank Supermarket Snacks & Savoury Items Bundle,Snacks & Savoury Items bundle from Riverbank Supermarket. Contains 2 product(s).,0.73,SNACKS_SAVOURY_ITEMS,2025-10-16T12:39:48,2025-10-16T18:00:00,2025-10-16T19:00:00,"['b3c96080-326e-47b0-8798-1739672050ad', 'b3c96080-326e-47b0-8798-1739672050ad']","['FISH', 'GLUTEN']"
3e48e0bd-c810-4409-a409-942288edf7ff,046a72cd-ba93-439a-9d76-80adb8250be0,Fresh Harvest Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from Fresh Harvest. Contains 5 product(s).,6.22,SWEET_TREATS_DESSERTS,2025-04-04T18:31:55,2025-04-04T20:00:00,2025-04-04T22:00:00,"['3ddb4236-e6cd-4fbc-86b0-df33ad6b7c28', '3ddb4236-e6cd-4fbc-86b0-df33ad6b7c28', '9fbd6214-1a3b-49a8-8b09-d2438a81ee4e', '9fbd6214-1a3b-49a8-8b09-d2438a81ee4e', '9fbd6214-1a3b-49a8-8b09-d2438a81ee4e']","['DAIRY', 'VEGETARIAN', 'GLUTEN']"
0aca4906-1088-497a-9aa1-5bb0da9547d5,1a07fa2b-b9e1-44cc-938c-88534eacef52,Azure Bakery Bread & Baked Goods Bundle,Bread & Baked Goods bundle from Azure Bakery. Contains 2 product(s).,2.98,BREAD_BAKED_GOODS,2025-06-09T06:03:29,2025-06-09T10:00:00,2025-06-09T14:00:00,"['a0b76011-e768-41c9-ab24-bee4776f7403', 'a0b76011-e768-41c9-ab24-bee4776f7403']","['VEGETARIAN', 'GLUTEN']"
d96e8eaf-0d50-4165-ba5c-b74ee90cc06d,fa4c555e-72f6-4d8c-8ab2-8b9f2a592993,TSB Drinks & Beverages Bundle,Drinks & Beverages bundle from TSB. Contains 3 product(s).,15.35,DRINKS_BEVERAGES,2025-09-29T09:09:11,2025-09-29T13:00:00,2025-09-29T16:00:00,"['32674087-2d7d-4795-a0af-6ca8c6cf96de', '32674087-2d7d-4795-a0af-6ca8c6cf96de', '839d0900-88d2-491d-9bc5-34902a588109']",['VEGETARIAN']
299c7fb7-1f5a-41ad-84d6-5dba43fa309c,92233ce5-e0d1-47b1-9722-00d0c4d9996c,Riverbank Supermarket Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from Riverbank Supermarket. Contains 5 product(s).,4.98,SWEET_TREATS_DESSERTS,2025-04-16T10:43:41,2025-04-16T11:00:00,2025-04-16T18:00:00,"['72fcdaea-3eba-408e-a91e-c9fab742c7ca', '72fcdaea-3eba-408e-a91e-c9fab742c7ca', '81bef48b-53b3-4828-b40e-c336a4059db0', '81bef48b-53b3-4828-b40e-c336a4059db0', 'fdf886f2-a966-4dd7-a226-015714d56e7a']","['DAIRY', 'EGGS', 'VEGETARIAN', 'GLUTEN']"
8c733d20-24df-47c1-aa0b-250a28570376,8da7113a-8d38-4500-bc1d-2280b1ae3ce2,Bean & Brew Drinks & Beverages Bundle,Drinks & Beverages bundle from Bean & Brew. Contains 2 product(s).,6.38,DRINKS_BEVERAGES,2025-03-27T12:13:36,2025-03-27T13:00:00,2025-03-27T14:00:00,"['565ad1f9-d7d6-43b6-ab4b-21db6fed17f2', '565ad1f9-d7d6-43b6-ab4b-21db6fed17f2']",['VEGETARIAN']
278210ea-a56c-4386-9687-df7bbe0b46da,1a07fa2b-b9e1-44cc-938c-88534eacef52,Azure Bakery Sweet Treats & Desserts Bundle,Sweet Treats & Desserts bundle from Azure Bakery. Contains 3 product(s).,5.24,SWEET_TREATS_DESSERTS,2025-10-30T06:54:26,2025-10-30T07:00:00,2025-10-30T08:00:00,"['ba66bd56-dd43-40c8-8a8d-5c30d6a08e3c', 'ba66bd56-dd43-40c8-8a8d-5c30d6a08e3c', 'ba66bd56-dd43-40c8-8a8d-5c30d6a08e3c']","['VEGETARIAN', 'GLUTEN']"
